panel,gender,row_order,system,endpoint,label_display,seed,baseline_auc_raw,baseline_auc_plotted,gait_auc
c,female,7,medical_conditions,Depression,Depression,8,0.5300205238807527,0.5300205238807527,0.6035586322050998
c,female,7,medical_conditions,Depression,Depression,9,0.5718161895154277,0.5718161895154277,0.6016540856437194
c,female,8,medical_conditions,Asthma,Asthma,0,0.5302178410612146,0.5302178410612146,0.5636120238529877
c,female,8,medical_conditions,Asthma,Asthma,1,0.5313709382986491,0.5313709382986491,0.5622550809297797
c,female,8,medical_conditions,Asthma,Asthma,2,0.5460326153097238,0.5460326153097238,0.5583242059145674
c,female,8,medical_conditions,Asthma,Asthma,3,0.5429749300231228,0.5429749300231228,0.5912011683096021
c,female,8,medical_conditions,Asthma,Asthma,4,0.5500547645125958,0.5500547645125958,0.5720822684678106
c,female,8,medical_conditions,Asthma,Asthma,5,0.5159729828404527,0.5159729828404527,0.57429718875502
c,female,8,medical_conditions,Asthma,Asthma,6,0.5273274917853231,0.5273274917853231,0.5665206279664111
c,female,8,medical_conditions,Asthma,Asthma,7,0.5374467567238651,0.5374467567238651,0.556084945843982
c,female,8,medical_conditions,Asthma,Asthma,8,0.5318790312766216,0.5318790312766216,0.5573201898503103
c,female,8,medical_conditions,Asthma,Asthma,9,0.5385633442862359,0.5385633442862359,0.5777412681027139
c,female,9,medical_conditions,Oral apthae,Oral apthae,0,0.5,0.5,0.4558661958014519
c,female,9,medical_conditions,Oral apthae,Oral apthae,1,0.5202373945458113,0.5202373945458113,0.4757798705120659
c,female,9,medical_conditions,Oral apthae,Oral apthae,2,0.5,0.5,0.4576515597410241
c,female,9,medical_conditions,Oral apthae,Oral apthae,3,0.5148518736511674,0.5148518736511674,0.4776240926034922
c,female,9,medical_conditions,Oral apthae,Oral apthae,4,0.5187953698253875,0.5187953698253875,0.4706494016087895
c,female,9,medical_conditions,Oral apthae,Oral apthae,5,0.519825387482833,0.519825387482833,0.4922797724151461
c,female,9,medical_conditions,Oral apthae,Oral apthae,6,0.5162350402197371,0.5162350402197371,0.4659211300765156
c,female,9,medical_conditions,Oral apthae,Oral apthae,7,0.5011967824210319,0.5011967824210319,0.4740239356484206
c,female,9,medical_conditions,Oral apthae,Oral apthae,8,0.5065921130076515,0.5065921130076515,0.4737688836570531
c,female,9,medical_conditions,Oral apthae,Oral apthae,9,0.5166764763586423,0.5166764763586423,0.4981557779085737
c,female,10,medical_conditions,IBS,IBS,0,0.6135591681046227,0.6135591681046227,0.668749432385796
c,female,10,medical_conditions,IBS,IBS,1,0.622441195168468,0.622441195168468,0.639551357733176
c,female,10,medical_conditions,IBS,IBS,2,0.6189265280174371,0.6189265280174371,0.6651439469621288
c,female,10,medical_conditions,IBS,IBS,3,0.6116519843792572,0.6116519843792572,0.650740168921987
c,female,10,medical_conditions,IBS,IBS,4,0.6089455998546908,0.6089455998546908,0.6360003632730905
c,female,10,medical_conditions,IBS,IBS,5,0.6154845154845155,0.6154845154845155,0.6512215057669603
c,female,10,medical_conditions,IBS,IBS,6,0.6074470983561893,0.6074470983561893,0.6459086368177278
c,female,10,medical_conditions,IBS,IBS,7,0.6116701480337844,0.6116701480337844,0.6531740986286441
c,female,10,medical_conditions,IBS,IBS,8,0.6123785305603487,0.6123785305603487,0.6473980564889655
c,female,10,medical_conditions,IBS,IBS,9,0.5986922168740351,0.5986922168740351,0.6359186268277177
c,female,11,medical_conditions,Diabetes,Diabetes,0,0.5531742293400324,0.5531742293400324,0.5979745642958079
c,female,11,medical_conditions,Diabetes,Diabetes,1,0.5602658711467001,0.5602658711467001,0.5761762704767887
c,female,11,medical_conditions,Diabetes,Diabetes,2,0.5322918302192913,0.5322918302192913,0.5703668812477102
c,female,11,medical_conditions,Diabetes,Diabetes,3,0.544590987596169,0.544590987596169,0.5646359972784843
c,female,11,medical_conditions,Diabetes,Diabetes,4,0.5,0.5,0.5515779557230335
c,female,11,medical_conditions,Diabetes,Diabetes,5,0.5881352383943057,0.5881352383943057,0.6486627937405139
c,female,11,medical_conditions,Diabetes,Diabetes,6,0.5,0.5,0.5546396608572775
c,female,11,medical_conditions,Diabetes,Diabetes,7,0.5350656827340765,0.5350656827340765,0.5380750510284189
c,female,11,medical_conditions,Diabetes,Diabetes,8,0.5508714083843618,0.5508714083843618,0.6394253414978803
c,female,11,medical_conditions,Diabetes,Diabetes,9,0.5093159575024859,0.5093159575024859,0.5505835557649029
