row_order,system,system_display,body_group,gender,label,label_display,importance,rank_in_system,in_top10_mean
3,cardiovascular_system,Cardiovascular,Arms,male,r_mv_V3,R-Wave Peak Amplitude,1.7465819408505256,3,True
3,cardiovascular_system,Cardiovascular,Arms,male,automorph_artery_fractal_dimension,Artery Fractal Dim,1.7029868285089684,4,True
3,cardiovascular_system,Cardiovascular,Arms,female,t_mv_V4,T Mv V4,1.4330947964532732,5,True
3,cardiovascular_system,Cardiovascular,Arms,male,r_ms_V3,R Ms V3,1.356289360016821,6,True
3,cardiovascular_system,Cardiovascular,Arms,female,automorph_fractal_dimension,Automorph Fractal Dimension,1.269307919094354,7,True
3,cardiovascular_system,Cardiovascular,Arms,female,r_mv_V2,R Mv V2,1.2427836372360312,8,True
3,cardiovascular_system,Cardiovascular,Arms,male,r_mv_V2,R Mv V2,1.2393290359836433,9,True
3,cardiovascular_system,Cardiovascular,Arms,female,hr_bpm,Heart Rate,1.0,10,True
3,cardiovascular_system,Cardiovascular,Arms,female,intima_media_th_2_fit,Carotid IMT,1.0,11,False
3,cardiovascular_system,Cardiovascular,Arms,female,q_ms_aVL,Q Ms Avl,1.0,12,False
3,cardiovascular_system,Cardiovascular,Arms,female,r_r_ms,R R Ms,1.0,13,False
3,cardiovascular_system,Cardiovascular,Arms,male,t_mv_V4,T Mv V4,0.9282230779442389,14,False
3,cardiovascular_system,Cardiovascular,Arms,male,t_mv_I,T Mv I,0.815682437267171,15,False
3,cardiovascular_system,Cardiovascular,Arms,male,r_mv_V4,R Mv V4,0.7008853692787774,16,False
3,cardiovascular_system,Cardiovascular,Arms,female,qt_ms,ECG QT Interval,0.6869658959185844,17,False
3,cardiovascular_system,Cardiovascular,Arms,male,automorph_vein_fractal_dimension,Vein Fractal Dim,0.6602468507238969,18,False
3,cardiovascular_system,Cardiovascular,Arms,female,intima_media_th_1_fit,IMT,0.5280571383862424,19,False
3,cardiovascular_system,Cardiovascular,Arms,female,automorph_artery_fractal_dimension,Artery Fractal Dim,0.4914367050364751,20,False
3,cardiovascular_system,Cardiovascular,Arms,male,automorph_fractal_dimension,Automorph Fractal Dimension,0.4514640871426322,21,False
3,cardiovascular_system,Cardiovascular,Arms,male,t_mv_V5,T Mv V5,0.41334373413086284,22,False
3,cardiovascular_system,Cardiovascular,Arms,male,t_mv_V1,T Mv V1,0.39332665888989277,23,False
3,cardiovascular_system,Cardiovascular,Arms,female,t_mv_V5,T Mv V5,0.3819020670246958,24,False
3,cardiovascular_system,Cardiovascular,Arms,female,t_mv_V1,T Mv V1,0.36753293203650256,25,False
3,cardiovascular_system,Cardiovascular,Arms,male,r_mv_V5,R Mv V5,0.2579763262689678,26,False
3,cardiovascular_system,Cardiovascular,Arms,male,intima_media_th_2_fit,Carotid IMT,0.2327419320061173,27,False
3,cardiovascular_system,Cardiovascular,Arms,male,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,0.20583659318189534,28,False
3,cardiovascular_system,Cardiovascular,Arms,male,r_mv_I,R Mv I,0.19668428253050582,29,False
3,cardiovascular_system,Cardiovascular,Arms,female,r_mv_V5,R Mv V5,0.15678870945425225,30,False
3,cardiovascular_system,Cardiovascular,Arms,male,hr_bpm,Heart Rate,0.13403583282530182,31,False
3,cardiovascular_system,Cardiovascular,Arms,female,lying_blood_pressure_pulse_rate,Heart Rate,0.11648789161061711,32,False
3,cardiovascular_system,Cardiovascular,Arms,female,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,0.11398471419437647,33,False
3,cardiovascular_system,Cardiovascular,Arms,female,r_mv_V4,R Mv V4,0.057700709503913504,34,False
3,cardiovascular_system,Cardiovascular,Arms,male,r_r_ms,R R Ms,0.043895969605287286,35,False
3,cardiovascular_system,Cardiovascular,Arms,male,intima_media_th_1_fit,IMT,0.032512413536906724,36,False
3,cardiovascular_system,Cardiovascular,Arms,male,lying_blood_pressure_pulse_rate,Heart Rate,0.0,37,False
3,cardiovascular_system,Cardiovascular,Arms,male,q_ms_aVL,Q Ms Avl,0.0,38,False
3,cardiovascular_system,Cardiovascular,Arms,male,qt_ms,ECG QT Interval,0.0,39,False
3,cardiovascular_system,Cardiovascular,Arms,male,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,0.0,40,False
3,cardiovascular_system,Cardiovascular,Arms,female,r_ms_V3,R Ms V3,0.0,41,False
3,cardiovascular_system,Cardiovascular,Arms,female,r_mv_I,R Mv I,0.0,42,False
3,cardiovascular_system,Cardiovascular,Arms,female,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,0.0,43,False
3,cardiovascular_system,Cardiovascular,Arms,female,t_mv_I,T Mv I,0.0,44,False
3,cardiovascular_system,Cardiovascular,Head,female,automorph_artery_fractal_dimension,Artery Fractal Dim,2.0,1,True
3,cardiovascular_system,Cardiovascular,Head,male,lying_blood_pressure_pulse_rate,Heart Rate,1.779223961867698,2,True
3,cardiovascular_system,Cardiovascular,Head,female,r_mv_V2,R Mv V2,1.7772538251310688,3,True
3,cardiovascular_system,Cardiovascular,Head,male,r_mv_V5,R Mv V5,1.6362134084621245,4,True
3,cardiovascular_system,Cardiovascular,Head,female,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,1.5595146461104856,5,True
3,cardiovascular_system,Cardiovascular,Head,male,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,1.422443486039291,6,True
3,cardiovascular_system,Cardiovascular,Head,female,q_ms_aVL,Q Ms Avl,1.4126263828412624,7,True
3,cardiovascular_system,Cardiovascular,Head,male,t_mv_V5,T Mv V5,1.4123441865005035,8,True
3,cardiovascular_system,Cardiovascular,Head,female,r_mv_I,R Mv I,1.3486706716684893,9,True
3,cardiovascular_system,Cardiovascular,Head,male,intima_media_th_1_fit,IMT,1.2387457229596648,10,True
3,cardiovascular_system,Cardiovascular,Head,female,t_mv_V1,T Mv V1,1.2339916252769991,11,False
3,cardiovascular_system,Cardiovascular,Head,male,r_mv_V4,R Mv V4,1.1911892606691947,12,False
3,cardiovascular_system,Cardiovascular,Head,female,hr_bpm,Heart Rate,1.1273862745393117,13,False
3,cardiovascular_system,Cardiovascular,Head,male,automorph_fractal_dimension,Automorph Fractal Dimension,1.1218870541105954,14,False
3,cardiovascular_system,Cardiovascular,Head,female,t_mv_I,T Mv I,1.047907888262859,15,False
3,cardiovascular_system,Cardiovascular,Head,male,qt_ms,ECG QT Interval,1.0362631091733139,16,False
3,cardiovascular_system,Cardiovascular,Head,male,r_mv_V2,R Mv V2,1.0,17,False
3,cardiovascular_system,Cardiovascular,Head,male,r_mv_V3,R-Wave Peak Amplitude,1.0,18,False
3,cardiovascular_system,Cardiovascular,Head,male,q_ms_aVL,Q Ms Avl,0.8780676504451628,19,False
3,cardiovascular_system,Cardiovascular,Head,female,t_mv_V5,T Mv V5,0.8091604279495292,20,False
3,cardiovascular_system,Cardiovascular,Head,female,t_mv_V4,T Mv V4,0.7642214524760912,21,False
3,cardiovascular_system,Cardiovascular,Head,male,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,0.7421108449369117,22,False
3,cardiovascular_system,Cardiovascular,Head,male,r_mv_I,R Mv I,0.7049211924694152,23,False
3,cardiovascular_system,Cardiovascular,Head,female,r_mv_V5,R Mv V5,0.6745281617337361,24,False
3,cardiovascular_system,Cardiovascular,Head,male,hr_bpm,Heart Rate,0.6522421215581626,25,False
3,cardiovascular_system,Cardiovascular,Head,male,r_r_ms,R R Ms,0.6307496017526605,26,False
3,cardiovascular_system,Cardiovascular,Head,female,r_mv_V4,R Mv V4,0.5438839291311268,27,False
3,cardiovascular_system,Cardiovascular,Head,female,lying_blood_pressure_pulse_rate,Heart Rate,0.4783249583787104,28,False
3,cardiovascular_system,Cardiovascular,Head,male,t_mv_I,T Mv I,0.47063953941289394,29,False
3,cardiovascular_system,Cardiovascular,Head,female,r_mv_V3,R-Wave Peak Amplitude,0.4480699988987095,30,False
3,cardiovascular_system,Cardiovascular,Head,female,r_ms_V3,R Ms V3,0.4462158234285035,31,False
3,cardiovascular_system,Cardiovascular,Head,female,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,0.4418096505636735,32,False
3,cardiovascular_system,Cardiovascular,Head,male,automorph_vein_fractal_dimension,Vein Fractal Dim,0.3409554758845712,33,False
3,cardiovascular_system,Cardiovascular,Head,female,intima_media_th_2_fit,Carotid IMT,0.3391521067593973,34,False
3,cardiovascular_system,Cardiovascular,Head,male,r_ms_V3,R Ms V3,0.3345541991320473,35,False
3,cardiovascular_system,Cardiovascular,Head,male,intima_media_th_2_fit,Carotid IMT,0.2925998337027044,36,False
3,cardiovascular_system,Cardiovascular,Head,female,r_r_ms,R R Ms,0.1304187342208048,37,False
3,cardiovascular_system,Cardiovascular,Head,male,t_mv_V1,T Mv V1,0.06547163478653945,38,False
3,cardiovascular_system,Cardiovascular,Head,male,automorph_artery_fractal_dimension,Artery Fractal Dim,0.05110209091015339,39,False
3,cardiovascular_system,Cardiovascular,Head,male,t_mv_V4,T Mv V4,0.0,40,False
3,cardiovascular_system,Cardiovascular,Head,female,automorph_fractal_dimension,Automorph Fractal Dimension,0.0,41,False
3,cardiovascular_system,Cardiovascular,Head,female,automorph_vein_fractal_dimension,Vein Fractal Dim,0.0,42,False
3,cardiovascular_system,Cardiovascular,Head,female,intima_media_th_1_fit,IMT,0.0,43,False
3,cardiovascular_system,Cardiovascular,Head,female,qt_ms,ECG QT Interval,0.0,44,False
3,cardiovascular_system,Cardiovascular,Legs,male,automorph_vein_fractal_dimension,Vein Fractal Dim,2.0,1,True
3,cardiovascular_system,Cardiovascular,Legs,male,intima_media_th_1_fit,IMT,2.0,2,True
3,cardiovascular_system,Cardiovascular,Legs,male,intima_media_th_2_fit,Carotid IMT,2.0,3,True
3,cardiovascular_system,Cardiovascular,Legs,male,q_ms_aVL,Q Ms Avl,2.0,4,True
3,cardiovascular_system,Cardiovascular,Legs,male,t_mv_V1,T Mv V1,2.0,5,True
3,cardiovascular_system,Cardiovascular,Legs,female,intima_media_th_1_fit,IMT,2.0,6,True
3,cardiovascular_system,Cardiovascular,Legs,female,lying_blood_pressure_pulse_rate,Heart Rate,2.0,7,True
3,cardiovascular_system,Cardiovascular,Legs,female,qt_ms,ECG QT Interval,2.0,8,True
3,cardiovascular_system,Cardiovascular,Legs,female,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,2.0,9,True
3,cardiovascular_system,Cardiovascular,Legs,female,t_mv_V1,T Mv V1,1.8685586248870742,10,True
3,cardiovascular_system,Cardiovascular,Legs,male,automorph_fractal_dimension,Automorph Fractal Dimension,1.8353592869460646,11,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_ms_V3,R Ms V3,1.8005767844351208,12,False
3,cardiovascular_system,Cardiovascular,Legs,male,t_mv_I,T Mv I,1.7893420637359831,13,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_mv_V4,R Mv V4,1.6573549404400671,14,False
3,cardiovascular_system,Cardiovascular,Legs,female,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,1.6076907597485244,15,False
3,cardiovascular_system,Cardiovascular,Legs,male,t_mv_V4,T Mv V4,1.5892372992178811,16,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_mv_I,R Mv I,1.412874265562671,17,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_mv_V5,R Mv V5,1.3424724123796938,18,False
3,cardiovascular_system,Cardiovascular,Legs,male,automorph_artery_fractal_dimension,Artery Fractal Dim,1.2980898052866432,19,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_r_ms,R R Ms,1.2862480441619293,20,False
3,cardiovascular_system,Cardiovascular,Legs,female,t_mv_I,T Mv I,1.2787540955068237,21,False
3,cardiovascular_system,Cardiovascular,Legs,male,hr_bpm,Heart Rate,1.277857974839162,22,False
3,cardiovascular_system,Cardiovascular,Legs,male,qt_ms,ECG QT Interval,1.2673615054039895,23,False
3,cardiovascular_system,Cardiovascular,Legs,female,automorph_vein_fractal_dimension,Vein Fractal Dim,1.1707877167953122,24,False
3,cardiovascular_system,Cardiovascular,Legs,female,t_mv_V5,T Mv V5,1.083423102720337,25,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_r_ms,R R Ms,1.0434820685674893,26,False
3,cardiovascular_system,Cardiovascular,Legs,male,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,1.0,27,False
3,cardiovascular_system,Cardiovascular,Legs,female,hr_bpm,Heart Rate,0.9449727618004269,28,False
3,cardiovascular_system,Cardiovascular,Legs,male,t_mv_V5,T Mv V5,0.7896848905027761,29,False
3,cardiovascular_system,Cardiovascular,Legs,male,lying_blood_pressure_pulse_rate,Heart Rate,0.7019346080949717,30,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_ms_V3,R Ms V3,0.6258308003686314,31,False
3,cardiovascular_system,Cardiovascular,Legs,female,automorph_fractal_dimension,Automorph Fractal Dimension,0.5104661221237097,32,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_mv_V3,R-Wave Peak Amplitude,0.4731521417573853,33,False
3,cardiovascular_system,Cardiovascular,Legs,female,q_ms_aVL,Q Ms Avl,0.4583711251889554,34,False
3,cardiovascular_system,Cardiovascular,Legs,male,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,0.4514205296975192,35,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_mv_V5,R Mv V5,0.39537447811790183,36,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_mv_I,R Mv I,0.3437918227770412,37,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_mv_V4,R Mv V4,0.2593810040277026,38,False
3,cardiovascular_system,Cardiovascular,Legs,male,r_mv_V2,R Mv V2,0.2111489723840922,39,False
3,cardiovascular_system,Cardiovascular,Legs,female,intima_media_th_2_fit,Carotid IMT,0.2031088679172674,40,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_mv_V3,R-Wave Peak Amplitude,0.19653239854549653,41,False
3,cardiovascular_system,Cardiovascular,Legs,female,t_mv_V4,T Mv V4,0.00594640157889431,42,False
3,cardiovascular_system,Cardiovascular,Legs,female,automorph_artery_fractal_dimension,Artery Fractal Dim,0.0,43,False
3,cardiovascular_system,Cardiovascular,Legs,female,r_mv_V2,R Mv V2,0.0,44,False
3,cardiovascular_system,Cardiovascular,Torso,male,r_mv_I,R Mv I,2.0,1,True
3,cardiovascular_system,Cardiovascular,Torso,male,r_mv_V4,R Mv V4,2.0,2,True
3,cardiovascular_system,Cardiovascular,Torso,male,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,2.0,3,True
3,cardiovascular_system,Cardiovascular,Torso,female,t_mv_V5,T Mv V5,2.0,4,True
3,cardiovascular_system,Cardiovascular,Torso,female,automorph_vein_fractal_dimension,Vein Fractal Dim,1.872019866944592,5,True
3,cardiovascular_system,Cardiovascular,Torso,male,t_mv_V4,T Mv V4,1.773144235004732,6,True
3,cardiovascular_system,Cardiovascular,Torso,female,t_mv_I,T Mv I,1.7458782316799033,7,True
3,cardiovascular_system,Cardiovascular,Torso,male,r_mv_V3,R-Wave Peak Amplitude,1.6931828362916144,8,True
3,cardiovascular_system,Cardiovascular,Torso,female,t_mv_V4,T Mv V4,1.6345024758552555,9,True
3,cardiovascular_system,Cardiovascular,Torso,female,hr_bpm,Heart Rate,1.5333220470948423,10,True
3,cardiovascular_system,Cardiovascular,Torso,male,lying_blood_pressure_pulse_rate,Heart Rate,1.48856736025209,11,False
3,cardiovascular_system,Cardiovascular,Torso,male,r_ms_V3,R Ms V3,1.4533388498809268,12,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_ms_V3,R Ms V3,1.4405709892922602,13,False
3,cardiovascular_system,Cardiovascular,Torso,female,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,1.4290630687157755,14,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_mv_V5,R Mv V5,1.3938315774525087,15,False
3,cardiovascular_system,Cardiovascular,Torso,male,qt_ms,ECG QT Interval,1.360641821900079,16,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_mv_V4,R Mv V4,1.3256570001358619,17,False
3,cardiovascular_system,Cardiovascular,Torso,male,r_mv_V5,R Mv V5,1.3111492722926705,18,False
3,cardiovascular_system,Cardiovascular,Torso,male,r_r_ms,R R Ms,1.2969040483645085,19,False
3,cardiovascular_system,Cardiovascular,Torso,male,hr_bpm,Heart Rate,1.2950782740182487,20,False
3,cardiovascular_system,Cardiovascular,Torso,male,t_mv_V5,T Mv V5,1.2442134696406064,21,False
3,cardiovascular_system,Cardiovascular,Torso,female,intima_media_th_2_fit,Carotid IMT,1.1996317732468484,22,False
3,cardiovascular_system,Cardiovascular,Torso,female,qt_ms,ECG QT Interval,1.1556581730048319,23,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_mv_V3,R-Wave Peak Amplitude,1.1142851857091154,24,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_mv_I,R Mv I,1.1112210103994118,25,False
3,cardiovascular_system,Cardiovascular,Torso,male,r_mv_V2,R Mv V2,1.1110005653445811,26,False
3,cardiovascular_system,Cardiovascular,Torso,female,q_ms_aVL,Q Ms Avl,1.0966648380105526,27,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_mv_V2,R Mv V2,1.0190772484139727,28,False
3,cardiovascular_system,Cardiovascular,Torso,female,automorph_fractal_dimension,Automorph Fractal Dimension,1.0073316078844847,29,False
3,cardiovascular_system,Cardiovascular,Torso,male,sitting_blood_pressure_pulse_rate,Sitting Blood Pressure Pulse Rate,1.0,30,False
3,cardiovascular_system,Cardiovascular,Torso,male,t_mv_I,T Mv I,1.0,31,False
3,cardiovascular_system,Cardiovascular,Torso,male,intima_media_th_2_fit,Carotid IMT,0.9004558564631493,32,False
3,cardiovascular_system,Cardiovascular,Torso,female,r_r_ms,R R Ms,0.8026936168687844,33,False
3,cardiovascular_system,Cardiovascular,Torso,male,t_mv_V1,T Mv V1,0.7566724648935672,34,False
3,cardiovascular_system,Cardiovascular,Torso,female,intima_media_th_1_fit,IMT,0.7319127399900272,35,False
3,cardiovascular_system,Cardiovascular,Torso,male,intima_media_th_1_fit,IMT,0.6743093647499833,36,False
3,cardiovascular_system,Cardiovascular,Torso,male,automorph_fractal_dimension,Automorph Fractal Dimension,0.5841526307472618,37,False
3,cardiovascular_system,Cardiovascular,Torso,female,standing_three_min_blood_pressure_pulse_rate,Standing Three Min Blood Pressure Pulse Rate,0.5429044348403322,38,False
3,cardiovascular_system,Cardiovascular,Torso,male,q_ms_aVL,Q Ms Avl,0.5408340913692393,39,False
3,cardiovascular_system,Cardiovascular,Torso,female,lying_blood_pressure_pulse_rate,Heart Rate,0.4055259541373225,40,False
3,cardiovascular_system,Cardiovascular,Torso,female,automorph_artery_fractal_dimension,Artery Fractal Dim,0.3094587680532906,41,False
3,cardiovascular_system,Cardiovascular,Torso,male,automorph_artery_fractal_dimension,Artery Fractal Dim,0.2359085978850863,42,False
3,cardiovascular_system,Cardiovascular,Torso,female,t_mv_V1,T Mv V1,0.1811087020469851,43,False
3,cardiovascular_system,Cardiovascular,Torso,male,automorph_vein_fractal_dimension,Vein Fractal Dim,0.0,44,False
4,bone_density,Bone Density,Arms,male,body_arms_bmc,Arms BMC,2.0,1,True
4,bone_density,Bone Density,Arms,male,spine_l1_l4_bmd,Spine L1 L4 BMD,2.0,2,True
4,bone_density,Bone Density,Arms,female,femur_total_mean_bmc,Femur Total Mean BMC,1.9586477922026215,3,True
4,bone_density,Bone Density,Arms,female,body_total_bmd,Body Total BMD,1.9209762966917903,4,True
4,bone_density,Bone Density,Arms,male,body_trunk_bmc,Trunk BMC,1.836814767653879,5,True
4,bone_density,Bone Density,Arms,female,body_arms_bmc,Arms BMC,1.7667194242583242,6,True
4,bone_density,Bone Density,Arms,male,body_head_bmc,Head BMC,1.726812403331304,7,True
4,bone_density,Bone Density,Arms,female,body_arms_bmd,Arms BMD,1.5054785586913582,8,True
4,bone_density,Bone Density,Arms,female,body_pelvis_bmc,Body Pelvis BMC,1.3739646990026966,9,True
4,bone_density,Bone Density,Arms,female,femur_total_mean_bmd,Femur Total Mean BMD,1.3543346330077348,10,True
4,bone_density,Bone Density,Arms,male,femur_total_mean_bmd,Femur Total Mean BMD,1.1075235651953044,11,False
4,bone_density,Bone Density,Arms,male,body_trunk_bmd,Trunk BMD,1.0444884636100253,12,False
4,bone_density,Bone Density,Arms,male,body_head_bmd,Head BMD,1.0435810853727465,13,False
4,bone_density,Bone Density,Arms,male,spine_l1_l4_bmc,Spine L1 L4 BMC,1.0261827906666865,14,False
4,bone_density,Bone Density,Arms,female,body_legs_bmd,Legs BMD,1.0,15,False
4,bone_density,Bone Density,Arms,female,body_pelvis_bmd,Body Pelvis BMD,1.0,16,False
4,bone_density,Bone Density,Arms,male,body_arms_bmd,Arms BMD,0.9930020137885405,17,False
4,bone_density,Bone Density,Arms,male,body_pelvis_bmd,Body Pelvis BMD,0.9463365445535201,18,False
4,bone_density,Bone Density,Arms,female,body_head_bmd,Head BMD,0.9004593499036138,19,False
4,bone_density,Bone Density,Arms,female,body_total_bmc,Body Total BMC,0.8533139497474882,20,False
4,bone_density,Bone Density,Arms,female,spine_l1_l4_bmd,Spine L1 L4 BMD,0.7395401992213718,21,False
4,bone_density,Bone Density,Arms,female,body_trunk_bmd,Trunk BMD,0.7304139199810608,22,False
4,bone_density,Bone Density,Arms,male,femur_total_mean_bmc,Femur Total Mean BMC,0.6986419212268763,23,False
4,bone_density,Bone Density,Arms,male,body_total_bmc,Body Total BMC,0.6805869449543616,24,False
4,bone_density,Bone Density,Arms,female,body_head_bmc,Head BMC,0.6358802861670161,25,False
4,bone_density,Bone Density,Arms,female,body_trunk_bmc,Trunk BMC,0.5108556619004322,26,False
4,bone_density,Bone Density,Arms,female,spine_l1_l4_bmc,Spine L1 L4 BMC,0.39550183500240266,27,False
4,bone_density,Bone Density,Arms,male,body_legs_bmc,Legs BMC,0.25190254287765407,28,False
4,bone_density,Bone Density,Arms,female,body_legs_bmc,Legs BMC,0.17659255219218115,29,False
4,bone_density,Bone Density,Arms,male,body_total_bmd,Body Total BMD,0.12953791526746467,30,False
4,bone_density,Bone Density,Arms,male,body_legs_bmd,Legs BMD,0.03730022541909303,31,False
4,bone_density,Bone Density,Arms,male,body_pelvis_bmc,Body Pelvis BMC,0.0,32,False
