activity,fpr,tpr,auc
activity_tm_3kmh,0.3795576808129109,0.9975460122699387,0.9865327705638817
activity_tm_3kmh,0.5780035863717872,0.998159509202454,0.9865327705638817
activity_tm_3kmh,0.5780035863717872,0.9987730061349693,0.9865327705638817
activity_tm_3kmh,0.6246264196054991,0.9993865030674847,0.9865327705638817
activity_tm_3kmh,0.6748356246264196,0.9993865030674847,0.9865327705638817
activity_tm_3kmh,1.0,1.0,0.9865327705638817
activity_self_selected_gait_speed,0.0,0.0,0.9853489517377233
activity_self_selected_gait_speed,0.0,0.0006067961165048543,0.9853489517377233
activity_self_selected_gait_speed,0.0,0.23361650485436894,0.9853489517377233
activity_self_selected_gait_speed,0.0005797101449275362,0.5837378640776699,0.9853489517377233
activity_self_selected_gait_speed,0.0011594202898550724,0.5837378640776699,0.9853489517377233
activity_self_selected_gait_speed,0.0017391304347826088,0.5995145631067961,0.9853489517377233
activity_self_selected_gait_speed,0.0017391304347826088,0.6328883495145631,0.9853489517377233
activity_self_selected_gait_speed,0.002318840579710145,0.6535194174757282,0.9853489517377233
activity_self_selected_gait_speed,0.002898550724637681,0.6535194174757282,0.9853489517377233
activity_self_selected_gait_speed,0.002898550724637681,0.6589805825242718,0.9853489517377233
activity_self_selected_gait_speed,0.0034782608695652175,0.6875,0.9853489517377233
activity_self_selected_gait_speed,0.004057971014492754,0.6875,0.9853489517377233
activity_self_selected_gait_speed,0.00463768115942029,0.7324029126213593,0.9853489517377233
activity_self_selected_gait_speed,0.00463768115942029,0.7336165048543689,0.9853489517377233
activity_self_selected_gait_speed,0.0052173913043478265,0.7487864077669902,0.9853489517377233
activity_self_selected_gait_speed,0.005797101449275362,0.7487864077669902,0.9853489517377233
activity_self_selected_gait_speed,0.006376811594202898,0.7536407766990292,0.9853489517377233
activity_self_selected_gait_speed,0.006376811594202898,0.7591019417475728,0.9853489517377233
activity_self_selected_gait_speed,0.006956521739130435,0.7591019417475728,0.9853489517377233
activity_self_selected_gait_speed,0.007536231884057971,0.7603155339805825,0.9853489517377233
activity_self_selected_gait_speed,0.007536231884057971,0.7651699029126213,0.9853489517377233
activity_self_selected_gait_speed,0.008115942028985508,0.7669902912621359,0.9853489517377233
activity_self_selected_gait_speed,0.008695652173913044,0.7669902912621359,0.9853489517377233
activity_self_selected_gait_speed,0.00927536231884058,0.7773058252427184,0.9853489517377233
activity_self_selected_gait_speed,0.00927536231884058,0.7851941747572816,0.9853489517377233
activity_self_selected_gait_speed,0.009855072463768115,0.7858009708737864,0.9853489517377233
activity_self_selected_gait_speed,0.010434782608695653,0.7858009708737864,0.9853489517377233
activity_self_selected_gait_speed,0.010434782608695653,0.7979368932038835,0.9853489517377233
activity_self_selected_gait_speed,0.011014492753623189,0.8021844660194175,0.9853489517377233
activity_self_selected_gait_speed,0.011594202898550725,0.8021844660194175,0.9853489517377233
activity_self_selected_gait_speed,0.01217391304347826,0.8052184466019418,0.9853489517377233
activity_self_selected_gait_speed,0.01217391304347826,0.8088592233009708,0.9853489517377233
activity_self_selected_gait_speed,0.012753623188405797,0.8191747572815534,0.9853489517377233
activity_self_selected_gait_speed,0.013333333333333334,0.8191747572815534,0.9853489517377233
activity_self_selected_gait_speed,0.014492753623188406,0.8228155339805825,0.9853489517377233
activity_self_selected_gait_speed,0.014492753623188406,0.8252427184466019,0.9853489517377233
activity_self_selected_gait_speed,0.01565217391304348,0.8252427184466019,0.9853489517377233
activity_self_selected_gait_speed,0.016231884057971015,0.8264563106796117,0.9853489517377233
activity_self_selected_gait_speed,0.016231884057971015,0.8270631067961165,0.9853489517377233
activity_self_selected_gait_speed,0.01681159420289855,0.8313106796116505,0.9853489517377233
activity_self_selected_gait_speed,0.017391304347826087,0.8313106796116505,0.9853489517377233
activity_self_selected_gait_speed,0.019130434782608695,0.8337378640776699,0.9853489517377233
activity_self_selected_gait_speed,0.019130434782608695,0.8385922330097088,0.9853489517377233
activity_self_selected_gait_speed,0.01971014492753623,0.841626213592233,0.9853489517377233
activity_self_selected_gait_speed,0.020289855072463767,0.841626213592233,0.9853489517377233
activity_self_selected_gait_speed,0.020289855072463767,0.8428398058252428,0.9853489517377233
activity_self_selected_gait_speed,0.021449275362318842,0.850121359223301,0.9853489517377233
activity_self_selected_gait_speed,0.022028985507246378,0.850121359223301,0.9853489517377233
activity_self_selected_gait_speed,0.022608695652173914,0.8574029126213593,0.9853489517377233
activity_self_selected_gait_speed,0.022608695652173914,0.8586165048543689,0.9853489517377233
activity_self_selected_gait_speed,0.02318840579710145,0.8652912621359223,0.9853489517377233
activity_self_selected_gait_speed,0.023768115942028985,0.8652912621359223,0.9853489517377233
activity_self_selected_gait_speed,0.023768115942028985,0.8671116504854369,0.9853489517377233
activity_self_selected_gait_speed,0.02434782608695652,0.8695388349514563,0.9853489517377233
activity_self_selected_gait_speed,0.024927536231884057,0.8695388349514563,0.9853489517377233
activity_self_selected_gait_speed,0.025507246376811593,0.8725728155339806,0.9853489517377233
activity_self_selected_gait_speed,0.025507246376811593,0.8768203883495146,0.9853489517377233
activity_self_selected_gait_speed,0.02608695652173913,0.8786407766990292,0.9853489517377233
