system,label,gender,seed_idx,baseline_auc,gait_auc
medications,ADRENERGICSINHALANTS,female,8,0.6006764949901078,0.6831961197268492
medications,ADRENERGICSINHALANTS,female,9,0.5,0.596496266513498
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,0,0.5,0.5570155261644623
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,1,0.5525876940770558,0.6125071880391029
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,2,0.5066417481311098,0.548188614146061
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,3,0.563254744105808,0.5803335250143761
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,4,0.5,0.615066129959747
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,5,0.5720241518113859,0.6008625646923519
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,6,0.5,0.4783208740655549
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,7,0.5215928694652099,0.6206440483036227
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,8,0.5338987924094307,0.6449971247843589
medications,HORMONEANTAGONISTSANDRELATEDAGENTS,female,9,0.5248418631397355,0.6402242668200115
medications,IRONANTIANEMICPREPARATIONS,female,0,0.5306377998829725,0.6056290228203627
medications,IRONANTIANEMICPREPARATIONS,female,1,0.553622001170275,0.6048098303101228
medications,IRONANTIANEMICPREPARATIONS,female,2,0.5455471035693388,0.5909654768870685
medications,IRONANTIANEMICPREPARATIONS,female,3,0.5847864248098303,0.618724400234055
medications,IRONANTIANEMICPREPARATIONS,female,4,0.5210181392627268,0.572510239906378
medications,IRONANTIANEMICPREPARATIONS,female,5,0.5428437682855471,0.5826565242832065
medications,IRONANTIANEMICPREPARATIONS,female,6,0.5613692217671152,0.5912229373902868
medications,IRONANTIANEMICPREPARATIONS,female,7,0.541767115272089,0.6056407255705091
medications,IRONANTIANEMICPREPARATIONS,female,8,0.5439672322995904,0.6099707431246343
medications,IRONANTIANEMICPREPARATIONS,female,9,0.5374019894675249,0.5549093036863663
medications,ANTIDEPRESSANTS,female,0,0.5520754207390153,0.5647693320504381
medications,ANTIDEPRESSANTS,female,1,0.5299834574028122,0.5710276666497865
medications,ANTIDEPRESSANTS,female,2,0.5246619739707298,0.5699937543255515
medications,ANTIDEPRESSANTS,female,3,0.5519530392802282,0.5704663999594876
medications,ANTIDEPRESSANTS,female,4,0.5233579784271029,0.5686770986310157
medications,ANTIDEPRESSANTS,female,5,0.543344136662109,0.5525354062220422
medications,ANTIDEPRESSANTS,female,6,0.5481254536554077,0.5917734339393326
medications,ANTIDEPRESSANTS,female,7,0.5358915278270117,0.5749523134315762
medications,ANTIDEPRESSANTS,female,8,0.5483575564220725,0.586827534984217
medications,ANTIDEPRESSANTS,female,9,0.5628914096656032,0.5640645836498371
medications,PSYCHOSTIMULANTSAGENTSUSEDFORADHDANDNOOTROPICS,female,0,0.6701005997291546,0.694363835687109
medications,PSYCHOSTIMULANTSAGENTSUSEDFORADHDANDNOOTROPICS,female,1,0.652124846843361,0.695169923260463
medications,PSYCHOSTIMULANTSAGENTSUSEDFORADHDANDNOOTROPICS,female,2,0.6468691558650931,0.6571064680466885
