system,label,score_type,score,delta,is_better,is_significant,model,sub_model,baseline_model,baseline_score,gender,label_type,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive,wilcox_pvalue_fdr
proteomics,HNRNPUL1,pearson_r,-0.0703451149390798,0.028239224646369,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0985843395854489,male,regression,0.2564031071869757,0.012786865234375,15,659,,0.061230495637734
proteomics,EBAG9,pearson_r,0.0083461450260779,0.0282069484349753,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0198608034088973,female,regression,0.6712960298901428,0.027679443359375,15,659,,0.1434118477749739
proteomics,KIAA0319,pearson_r,0.1897894507784228,0.0279942121067617,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.1617952386716611,male,regression,0.0007601754907587,0.001007080078125,15,659,,0.0059737846926159
proteomics,CEACAM16,pearson_r,-0.0243342335025746,0.0278621164371558,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0521963499397305,female,regression,0.5732762669656916,0.0364990234375,15,659,,0.1857860127433401
proteomics,IL17C,pearson_r,-0.0437754748024159,0.0278429800534145,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0716184548558304,male,regression,0.4236447514037635,0.0364990234375,15,659,,0.1591752797454864
proteomics,TIGAR,pearson_r,-0.0239230041857769,0.0277524838392612,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0516754880250381,male,regression,0.5859961534932613,0.01507568359375,15,659,,0.0707873350600701
proteomics,SCRIB,pearson_r,0.0271489379847006,0.0277061397057031,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0005572017210024,male,regression,0.5795338590427764,0.0206298828125,15,659,,0.0948189539838794
proteomics,CD274,pearson_r,-0.006426650572376,0.0273650681229555,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0337917186953315,female,regression,0.5754032197346419,0.0416259765625,15,659,,0.2094306945800781
proteomics,PNPT1,pearson_r,-0.0551124762267646,0.0270333752568505,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0821458514836152,female,regression,0.3958492225584045,0.0062255859375,15,659,,0.0367698669433593
proteomics,MAP2K6,pearson_r,0.0217889471849732,0.026928334746049,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0051393875610757,female,regression,0.618369580106428,0.017669677734375,15,659,,0.0951797882420422
proteomics,CLEC4D,pearson_r,0.0500722631998555,0.0269086355090705,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0231636276907849,male,regression,0.3884543650073169,0.01507568359375,15,659,,0.0707873350600701
proteomics,FAM3B,pearson_r,0.0683081240643411,0.0268899267123599,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0414181973519812,male,regression,0.2328006085070633,0.001312255859375,15,659,,0.0076075846354166
proteomics,SIPA1,pearson_r,0.0396845039344003,0.0268621899650179,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0128223139693823,female,regression,0.4999660403313947,0.017669677734375,15,659,,0.0951797882420422
proteomics,CEACAM19,pearson_r,0.0003860980803677,0.0265871206268056,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0262010225464378,male,regression,0.6145582236670637,0.00335693359375,15,659,,0.0181091157141749
proteomics,CD244,pearson_r,0.0239502046364512,0.0265029202938885,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0025527156574372,female,regression,0.6524659280883797,0.0206298828125,15,659,,0.1093635372999237
proteomics,RILP,pearson_r,0.0398704050652279,0.0264422822284048,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.013428122836823,female,regression,0.5026971835384401,0.005126953125,15,659,,0.030655935673143
proteomics,CCER2,pearson_r,0.0611544875203079,0.0263008566664389,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.034853630853869,female,regression,0.3098604788384514,0.0206298828125,15,659,,0.1093635372999237
proteomics,IL1RL2,pearson_r,0.0580779278340519,0.0262842100151726,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0317937178188792,female,regression,0.3380194351452993,0.002685546875,15,659,,0.0170923459233162
