target,activity,gender,metric,source,seed,value
bmi,activity_tm_3kmh,male,pearson_r,embeddings,7,0.8411325807826617
bmi,activity_tm_3kmh,male,pearson_r,embeddings,8,0.8398353049033135
bmi,activity_tm_3kmh,male,pearson_r,embeddings,9,0.840298142602346
bmi,activity_tm_3kmh,male,pearson_r,embeddings,10,0.837363883966038
bmi,activity_tm_3kmh,male,pearson_r,embeddings,11,0.8410130073000257
bmi,activity_tm_3kmh,male,pearson_r,embeddings,12,0.8409834970456231
bmi,activity_tm_3kmh,male,pearson_r,embeddings,13,0.8427302583975977
bmi,activity_tm_3kmh,male,pearson_r,embeddings,14,0.8391505309927053
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,0,0.8373874489613334
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,1,0.8386224505066309
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,2,0.8376158876323966
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,3,0.8377546933906547
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,4,0.8380243048685238
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,5,0.8373413717989461
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,6,0.8372504787469628
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,7,0.8378524884813251
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,8,0.8356750573402979
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,9,0.8375568091755963
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,10,0.8361548183621853
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,11,0.8383170577073931
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,12,0.8377947050672712
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,13,0.838831067777036
bmi,activity_self_selected_gait_speed,male,pearson_r,embeddings,14,0.8373573755252701
bmi,activity_stationary_walk,male,pearson_r,embeddings,0,0.8627831575883106
bmi,activity_stationary_walk,male,pearson_r,embeddings,1,0.860512449975643
bmi,activity_stationary_walk,male,pearson_r,embeddings,2,0.8617088071439053
bmi,activity_stationary_walk,male,pearson_r,embeddings,3,0.8620668897831396
bmi,activity_stationary_walk,male,pearson_r,embeddings,4,0.8617930118797226
bmi,activity_stationary_walk,male,pearson_r,embeddings,5,0.8618537722062803
bmi,activity_stationary_walk,male,pearson_r,embeddings,6,0.8605065232520028
bmi,activity_stationary_walk,male,pearson_r,embeddings,7,0.8616169858450137
bmi,activity_stationary_walk,male,pearson_r,embeddings,8,0.8624029855634845
bmi,activity_stationary_walk,male,pearson_r,embeddings,9,0.8628272361785362
bmi,activity_stationary_walk,male,pearson_r,embeddings,10,0.8614441528526375
bmi,activity_stationary_walk,male,pearson_r,embeddings,11,0.862976317881674
bmi,activity_stationary_walk,male,pearson_r,embeddings,12,0.8603333414704617
bmi,activity_stationary_walk,male,pearson_r,embeddings,13,0.8627843435235473
bmi,activity_stationary_walk,male,pearson_r,embeddings,14,0.8627434246840135
bmi,activity_sit_to_stand,male,pearson_r,embeddings,0,0.8005334127530681
bmi,activity_sit_to_stand,male,pearson_r,embeddings,1,0.7962626043251374
bmi,activity_sit_to_stand,male,pearson_r,embeddings,2,0.7996054630121378
bmi,activity_sit_to_stand,male,pearson_r,embeddings,3,0.7927447008360564
bmi,activity_sit_to_stand,male,pearson_r,embeddings,4,0.8001215560261643
bmi,activity_sit_to_stand,male,pearson_r,embeddings,5,0.7964843973513865
bmi,activity_sit_to_stand,male,pearson_r,embeddings,6,0.8004696583697255
bmi,activity_sit_to_stand,male,pearson_r,embeddings,7,0.7969808139301555
bmi,activity_sit_to_stand,male,pearson_r,embeddings,8,0.7972905633451524
bmi,activity_sit_to_stand,male,pearson_r,embeddings,9,0.8001996998739057
bmi,activity_sit_to_stand,male,pearson_r,embeddings,10,0.8032871873310771
bmi,activity_sit_to_stand,male,pearson_r,embeddings,11,0.7973701901618968
bmi,activity_sit_to_stand,male,pearson_r,embeddings,12,0.8012827599858886
bmi,activity_sit_to_stand,male,pearson_r,embeddings,13,0.8000614255010848
bmi,activity_sit_to_stand,male,pearson_r,embeddings,14,0.8006352587493851
bmi,activity_romberg_closed,male,pearson_r,embeddings,0,0.817207603796199
bmi,activity_romberg_closed,male,pearson_r,embeddings,1,0.8168133283720997
bmi,activity_romberg_closed,male,pearson_r,embeddings,2,0.8189875317967156
bmi,activity_romberg_closed,male,pearson_r,embeddings,3,0.8161248000704876
bmi,activity_romberg_closed,male,pearson_r,embeddings,4,0.8144268228441013
bmi,activity_romberg_closed,male,pearson_r,embeddings,5,0.8168809450286656
bmi,activity_romberg_closed,male,pearson_r,embeddings,6,0.8187026324922109
bmi,activity_romberg_closed,male,pearson_r,embeddings,7,0.8188844985952176
bmi,activity_romberg_closed,male,pearson_r,embeddings,8,0.8154376405734673
bmi,activity_romberg_closed,male,pearson_r,embeddings,9,0.8178851302852278
bmi,activity_romberg_closed,male,pearson_r,embeddings,10,0.8163600887056974
bmi,activity_romberg_closed,male,pearson_r,embeddings,11,0.819336193178224
bmi,activity_romberg_closed,male,pearson_r,embeddings,12,0.8173484238270587
bmi,activity_romberg_closed,male,pearson_r,embeddings,13,0.814865559326405
bmi,activity_romberg_closed,male,pearson_r,embeddings,14,0.8168708135561248
bmi,ensemble,female,pearson_r,embeddings,0,0.9133523781609544
bmi,ensemble,female,pearson_r,embeddings,1,0.9111635416027956
bmi,ensemble,female,pearson_r,embeddings,2,0.9107770598185474
bmi,ensemble,female,pearson_r,embeddings,3,0.9112887214286614
bmi,ensemble,female,pearson_r,embeddings,4,0.9087449519858788
bmi,ensemble,female,pearson_r,embeddings,5,0.9091225653463126
bmi,ensemble,female,pearson_r,embeddings,6,0.9119218560233144
bmi,ensemble,female,pearson_r,embeddings,7,0.9070463511908332
bmi,ensemble,female,pearson_r,embeddings,8,0.9077172880857316
bmi,ensemble,female,pearson_r,embeddings,9,0.9111634415518756
bmi,ensemble,female,pearson_r,embeddings,10,0.9072775601124118
bmi,ensemble,female,pearson_r,embeddings,11,0.9110581848072924
bmi,ensemble,female,pearson_r,embeddings,12,0.9097894657047196
bmi,ensemble,female,pearson_r,embeddings,13,0.9101916745600328
bmi,ensemble,female,pearson_r,embeddings,14,0.9089706523579554
bmi,activity_tm_3kmh,female,pearson_r,embeddings,0,0.8743416257612109
bmi,activity_tm_3kmh,female,pearson_r,embeddings,1,0.875533255453081
bmi,activity_tm_3kmh,female,pearson_r,embeddings,2,0.8725194360968483
bmi,activity_tm_3kmh,female,pearson_r,embeddings,3,0.8737376505364511
bmi,activity_tm_3kmh,female,pearson_r,embeddings,4,0.872761605287833
bmi,activity_tm_3kmh,female,pearson_r,embeddings,5,0.8734635804172041
bmi,activity_tm_3kmh,female,pearson_r,embeddings,6,0.8748960534785006
bmi,activity_tm_3kmh,female,pearson_r,embeddings,7,0.8740277864759549
bmi,activity_tm_3kmh,female,pearson_r,embeddings,8,0.8704808725673604
bmi,activity_tm_3kmh,female,pearson_r,embeddings,9,0.8703509341225325
bmi,activity_tm_3kmh,female,pearson_r,embeddings,10,0.8729518400995664
bmi,activity_tm_3kmh,female,pearson_r,embeddings,11,0.8738407001766736
bmi,activity_tm_3kmh,female,pearson_r,embeddings,12,0.8745274940851466
bmi,activity_tm_3kmh,female,pearson_r,embeddings,13,0.8721715945118931
bmi,activity_tm_3kmh,female,pearson_r,embeddings,14,0.8745686181386896
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,0,0.8742189321717078
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,1,0.8742954605723154
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,2,0.8736890990227275
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,3,0.8746847893194927
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,4,0.8728620793323238
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,5,0.8754546051912973
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,6,0.8739434725914911
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,7,0.873440155970335
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,8,0.8704777655195824
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,9,0.8719691618542477
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,10,0.8708450048703483
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,11,0.8729928555503168
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,12,0.8742412736898763
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,13,0.8739235187480812
bmi,activity_self_selected_gait_speed,female,pearson_r,embeddings,14,0.8731830236724244
bmi,activity_stationary_walk,female,pearson_r,embeddings,0,0.8750854501040268
bmi,activity_stationary_walk,female,pearson_r,embeddings,1,0.8691084701729807
bmi,activity_stationary_walk,female,pearson_r,embeddings,2,0.8709774001989562
bmi,activity_stationary_walk,female,pearson_r,embeddings,3,0.8701409472392357
bmi,activity_stationary_walk,female,pearson_r,embeddings,4,0.8649146560252671
bmi,activity_stationary_walk,female,pearson_r,embeddings,5,0.8644895777099364
bmi,activity_stationary_walk,female,pearson_r,embeddings,6,0.8687065177020179
bmi,activity_stationary_walk,female,pearson_r,embeddings,7,0.862750361847715
bmi,activity_stationary_walk,female,pearson_r,embeddings,8,0.8673914701211195
bmi,activity_stationary_walk,female,pearson_r,embeddings,9,0.8696172253186614
bmi,activity_stationary_walk,female,pearson_r,embeddings,10,0.8614857563314319
bmi,activity_stationary_walk,female,pearson_r,embeddings,11,0.872637987956686
bmi,activity_stationary_walk,female,pearson_r,embeddings,12,0.8665489806253399
bmi,activity_stationary_walk,female,pearson_r,embeddings,13,0.8666078775895507
bmi,activity_stationary_walk,female,pearson_r,embeddings,14,0.8656235547327318
bmi,activity_sit_to_stand,female,pearson_r,embeddings,0,0.8292861293208397
bmi,activity_sit_to_stand,female,pearson_r,embeddings,1,0.8277930399553827
bmi,activity_sit_to_stand,female,pearson_r,embeddings,2,0.8244895236174622
bmi,activity_sit_to_stand,female,pearson_r,embeddings,3,0.8271280960204368
bmi,activity_sit_to_stand,female,pearson_r,embeddings,4,0.8225376149000311
bmi,activity_sit_to_stand,female,pearson_r,embeddings,5,0.8250646441861101
bmi,activity_sit_to_stand,female,pearson_r,embeddings,6,0.8294267143976113
bmi,activity_sit_to_stand,female,pearson_r,embeddings,7,0.8185878714774009
bmi,activity_sit_to_stand,female,pearson_r,embeddings,8,0.8223324139770494
bmi,activity_sit_to_stand,female,pearson_r,embeddings,9,0.8305433270567415
bmi,activity_sit_to_stand,female,pearson_r,embeddings,10,0.8200728865830604
bmi,activity_sit_to_stand,female,pearson_r,embeddings,11,0.8266871190793057
bmi,activity_sit_to_stand,female,pearson_r,embeddings,12,0.824860722543558
bmi,activity_sit_to_stand,female,pearson_r,embeddings,13,0.8264165374208794
bmi,activity_sit_to_stand,female,pearson_r,embeddings,14,0.8222005769430405
bmi,activity_romberg_closed,female,pearson_r,embeddings,0,0.8471570658787009
bmi,activity_romberg_closed,female,pearson_r,embeddings,1,0.8434940220989818
bmi,activity_romberg_closed,female,pearson_r,embeddings,2,0.8423245679294543
bmi,activity_romberg_closed,female,pearson_r,embeddings,3,0.842080592055048
bmi,activity_romberg_closed,female,pearson_r,embeddings,4,0.8355320519796329
bmi,activity_romberg_closed,female,pearson_r,embeddings,5,0.8357154074175567
bmi,activity_romberg_closed,female,pearson_r,embeddings,6,0.846453696382818
bmi,activity_romberg_closed,female,pearson_r,embeddings,7,0.8359461509819461
bmi,activity_romberg_closed,female,pearson_r,embeddings,8,0.8366018196897819
bmi,activity_romberg_closed,female,pearson_r,embeddings,9,0.8483815058959081
bmi,activity_romberg_closed,female,pearson_r,embeddings,10,0.8375454858105086
bmi,activity_romberg_closed,female,pearson_r,embeddings,11,0.8430473185040063
bmi,activity_romberg_closed,female,pearson_r,embeddings,12,0.8400919522858407
bmi,activity_romberg_closed,female,pearson_r,embeddings,13,0.8419672905290935
bmi,activity_romberg_closed,female,pearson_r,embeddings,14,0.8390333475908184
total_scan_vat_area,ensemble,all,pearson_r,embeddings,0,0.8183090096578919
total_scan_vat_area,ensemble,all,pearson_r,embeddings,1,0.8187785270046403
total_scan_vat_area,ensemble,all,pearson_r,embeddings,2,0.8206440158178608
total_scan_vat_area,ensemble,all,pearson_r,embeddings,3,0.8175416830546468
total_scan_vat_area,ensemble,all,pearson_r,embeddings,4,0.8195978793152114
total_scan_vat_area,ensemble,all,pearson_r,embeddings,5,0.8201090883337097
total_scan_vat_area,ensemble,all,pearson_r,embeddings,6,0.8187175506061583
total_scan_vat_area,ensemble,all,pearson_r,embeddings,7,0.8194914102212101
total_scan_vat_area,ensemble,all,pearson_r,embeddings,8,0.8178236224737724
total_scan_vat_area,ensemble,all,pearson_r,embeddings,9,0.8173306927298316
total_scan_vat_area,ensemble,all,pearson_r,embeddings,10,0.8190512067244563
total_scan_vat_area,ensemble,all,pearson_r,embeddings,11,0.8183793125994223
total_scan_vat_area,ensemble,all,pearson_r,embeddings,12,0.8190279788050985
total_scan_vat_area,ensemble,all,pearson_r,embeddings,13,0.8159008404988606
total_scan_vat_area,ensemble,all,pearson_r,embeddings,14,0.8168935339579414
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,0,0.7723162838110343
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,1,0.7740404112909304
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,2,0.7807185578850343
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,3,0.7747466634270492
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,4,0.7766235630492258
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,5,0.7784835329392926
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,6,0.7745337852209712
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,7,0.7770943877065024
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,8,0.7739958286131382
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,9,0.7753086054272974
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,10,0.7765653331830471
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,11,0.7768759425795975
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,12,0.7765399057144877
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,13,0.773398896708696
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,embeddings,14,0.7752195700822457
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,0,0.7731389754911375
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,1,0.7740985843564832
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,2,0.7790414980760524
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,3,0.7762777220903335
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,4,0.7769607523354963
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,5,0.777964088260191
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,6,0.7743263572351577
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,7,0.7764371243360928
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,8,0.7739227742403034
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,9,0.7729470278098294
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,10,0.7757700046220861
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,11,0.7739769643752876
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,12,0.7754889768580956
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,13,0.770850704418383
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,embeddings,14,0.774719527977396
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,0,0.7937459552396814
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,1,0.7906680385870748
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,2,0.7957704219006742
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,3,0.7936098078335923
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,4,0.7941117716610835
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,5,0.7957518814720618
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,6,0.7927644091476185
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,7,0.7944736987636045
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,8,0.7937546258692677
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,9,0.7918720051747339
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,10,0.7935524788650007
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,11,0.793422770656828
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,12,0.7959938771220694
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,13,0.7911595357843348
total_scan_vat_area,activity_stationary_walk,all,pearson_r,embeddings,14,0.7929749107853679
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,0,0.7255383011251092
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,1,0.7250868874573236
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,2,0.7216380495367245
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,3,0.7171008534204975
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,4,0.7224727191784102
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,5,0.7245660486700447
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,6,0.7231094260371603
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,7,0.7223212307953361
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,8,0.7207864968640204
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,9,0.7202705379149887
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,10,0.7220970293222883
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,11,0.7196669011597638
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,12,0.7183590208530182
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,13,0.7183258089394675
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,embeddings,14,0.719562522393742
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,0,0.7407403147885228
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,1,0.7412432348142368
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,2,0.7430015361306328
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,3,0.7391064588429915
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,4,0.7408481837888264
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,5,0.738612569756714
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,6,0.7427483190140204
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,7,0.7409891054648509
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,8,0.7390372325351785
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,9,0.7397647547313272
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,10,0.7423696270780764
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,11,0.7387128131306465
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,12,0.7393804880352604
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,13,0.7399081832981743
total_scan_vat_area,activity_romberg_closed,all,pearson_r,embeddings,14,0.7352705301872444
total_scan_vat_area,ensemble,male,pearson_r,embeddings,0,0.8140477005417287
total_scan_vat_area,ensemble,male,pearson_r,embeddings,1,0.8155216847012609
total_scan_vat_area,ensemble,male,pearson_r,embeddings,2,0.8158074625875942
total_scan_vat_area,ensemble,male,pearson_r,embeddings,3,0.8127087039326325
total_scan_vat_area,ensemble,male,pearson_r,embeddings,4,0.8155994628602931
total_scan_vat_area,ensemble,male,pearson_r,embeddings,5,0.815456594818272
total_scan_vat_area,ensemble,male,pearson_r,embeddings,6,0.8139536288783956
total_scan_vat_area,ensemble,male,pearson_r,embeddings,7,0.8153098326949825
total_scan_vat_area,ensemble,male,pearson_r,embeddings,8,0.8138855506409768
total_scan_vat_area,ensemble,male,pearson_r,embeddings,9,0.813055980786754
total_scan_vat_area,ensemble,male,pearson_r,embeddings,10,0.814957414101681
total_scan_vat_area,ensemble,male,pearson_r,embeddings,11,0.8130916872812165
total_scan_vat_area,ensemble,male,pearson_r,embeddings,12,0.816274495601233
total_scan_vat_area,ensemble,male,pearson_r,embeddings,13,0.8103587823206108
total_scan_vat_area,ensemble,male,pearson_r,embeddings,14,0.8114781465938857
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,0,0.766912829966753
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,1,0.768405411949637
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,2,0.7759674556714379
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,3,0.7685306028716884
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,4,0.7688046984891904
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,5,0.7740356825643074
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,6,0.7685524668194406
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,7,0.7728281883398885
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,8,0.768255591182375
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,9,0.7688407061317032
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,10,0.7737476819621546
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,11,0.76966983320474
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,12,0.7725182523667004
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,13,0.7678792795036266
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,embeddings,14,0.7698216254650295
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,0,0.7696674013310973
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,1,0.7705480525226666
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,2,0.7777714891722058
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,3,0.7730499477475024
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,4,0.7726741179325742
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,5,0.7757728684737488
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,6,0.7720903253815821
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,7,0.773197454603503
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,8,0.7727739239959099
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,9,0.7714016816406278
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,10,0.775095795773029
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,11,0.7711052158202385
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,12,0.7758909803070778
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,13,0.7678327087271701
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,embeddings,14,0.7719640331376273
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,0,0.7877215918133771
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,1,0.7868182949647443
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,2,0.7896103490758826
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,3,0.7880827820440477
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,4,0.7898339291706822
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,5,0.7898246440709442
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,6,0.7855654924064339
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,7,0.7886436016494541
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,8,0.7868380934911524
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,9,0.7863562529451482
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,10,0.786402466606624
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,11,0.7879863368561327
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,12,0.7923564899950053
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,13,0.7844015021260268
total_scan_vat_area,activity_stationary_walk,male,pearson_r,embeddings,14,0.787108020099389
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,0,0.7049835248280969
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,1,0.7046433202291631
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,2,0.6951635264404453
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,3,0.6911460643280901
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,4,0.7018258710645524
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,5,0.6984931806839788
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,6,0.698442367906885
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,7,0.6985696716835088
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,8,0.6969264483889306
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,9,0.6956959817900794
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,10,0.6980864314741807
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,11,0.6931607614118412
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,12,0.6960478479357999
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,13,0.693052210909579
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,embeddings,14,0.6934238759430396
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,0,0.7233027438623453
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,1,0.7232922938039376
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,2,0.7277058195186384
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,3,0.721126543955308
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,4,0.722401447107176
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,5,0.7222538741206133
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,6,0.7276526003127539
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,7,0.7259097666818604
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,8,0.7224715857848605
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,9,0.7216903053629012
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,10,0.7246076352249197
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,11,0.7205192013407963
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,12,0.7218643649444478
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,13,0.7216881737246736
