target,activity,gender,metric,source,seed,value
total_scan_vat_area,activity_romberg_closed,male,pearson_r,embeddings,14,0.7135266674026195
total_scan_vat_area,ensemble,female,pearson_r,embeddings,0,0.7971604067803861
total_scan_vat_area,ensemble,female,pearson_r,embeddings,1,0.79675466750226
total_scan_vat_area,ensemble,female,pearson_r,embeddings,2,0.8004279297847375
total_scan_vat_area,ensemble,female,pearson_r,embeddings,3,0.7970361748505825
total_scan_vat_area,ensemble,female,pearson_r,embeddings,4,0.797828988702067
total_scan_vat_area,ensemble,female,pearson_r,embeddings,5,0.7993601068122601
total_scan_vat_area,ensemble,female,pearson_r,embeddings,6,0.7973873939007247
total_scan_vat_area,ensemble,female,pearson_r,embeddings,7,0.7976286771600232
total_scan_vat_area,ensemble,female,pearson_r,embeddings,8,0.7958575943913057
total_scan_vat_area,ensemble,female,pearson_r,embeddings,9,0.7958184132721755
total_scan_vat_area,ensemble,female,pearson_r,embeddings,10,0.797698254254283
total_scan_vat_area,ensemble,female,pearson_r,embeddings,11,0.7987574977063894
total_scan_vat_area,ensemble,female,pearson_r,embeddings,12,0.7958574712300556
total_scan_vat_area,ensemble,female,pearson_r,embeddings,13,0.796507227202507
total_scan_vat_area,ensemble,female,pearson_r,embeddings,14,0.7964542114051429
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,0,0.719508576047802
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,1,0.7212778530319714
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,2,0.7286470131259337
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,3,0.7235841343471107
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,4,0.7276049883728405
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,5,0.7261259223376643
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,6,0.7219353671202686
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,7,0.7229270583096966
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,8,0.721497347590561
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,9,0.7249414352087227
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,10,0.7218019267590114
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,11,0.7271646480386308
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,12,0.7232680974405696
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,13,0.7207307644979615
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,embeddings,14,0.7220495540573552
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,0,0.7225049371036616
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,1,0.7232554666388665
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,2,0.7252804925633607
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,3,0.7254408828325475
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,4,0.7261068198742654
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,5,0.7255473646946461
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,6,0.7208189997503986
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,7,0.7255970756943229
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,8,0.7184236302501007
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,9,0.7184716700558438
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,10,0.7214539992936847
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,11,0.7221141395511183
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,12,0.7193527101727804
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,13,0.7179163602083771
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,embeddings,14,0.7220555813509629
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,0,0.766892720953666
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,1,0.759876538469253
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,2,0.77020635485548
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,3,0.7659155963635054
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,4,0.7647730406187886
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,5,0.7678308176081109
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,6,0.7662372341907498
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,7,0.7655954577635893
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,8,0.7673474767152842
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,9,0.7632610013170456
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,10,0.7665568483630719
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,11,0.7654583703043963
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,12,0.7665323926254726
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,13,0.7655368995520465
total_scan_vat_area,activity_stationary_walk,female,pearson_r,embeddings,14,0.7640524770880512
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,0,0.6969166546802535
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,1,0.6969115767032629
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,2,0.6978371378516305
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,3,0.6923131351676061
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,4,0.6930072256084727
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,5,0.701585060654195
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,6,0.6962851651797078
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,7,0.6945335489497242
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,8,0.6953723969068824
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,9,0.6935700468155935
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,10,0.6970644427907271
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,11,0.6964277954047184
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,12,0.6889896668469458
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,13,0.6956343068930003
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,embeddings,14,0.6958362045771617
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,0,0.7305864733389937
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,1,0.7323936320190275
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,2,0.7318289063417692
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,3,0.7298946574838815
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,4,0.7314167024821352
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,5,0.7272274564881804
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,6,0.7310769022814735
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,7,0.7288982356468737
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,8,0.728731884028305
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,9,0.7310079319540691
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,10,0.7329842250558587
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,11,0.7302577996335841
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,12,0.729106004477888
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,13,0.7319850276780023
total_scan_vat_area,activity_romberg_closed,female,pearson_r,embeddings,14,0.7300066515692141
age,activity_tm_3kmh,all,pearson_r,features,0,0.3480270741049624
age,activity_tm_3kmh,all,pearson_r,features,1,0.3431564664272793
age,activity_tm_3kmh,all,pearson_r,features,2,0.34329571231328
age,activity_tm_3kmh,all,pearson_r,features,3,0.3465823737667289
age,activity_tm_3kmh,all,pearson_r,features,4,0.3514704439781357
age,activity_tm_3kmh,all,pearson_r,features,5,0.3416195456444141
age,activity_tm_3kmh,all,pearson_r,features,6,0.3453133284643835
age,activity_tm_3kmh,all,pearson_r,features,7,0.3417463447390683
age,activity_tm_3kmh,all,pearson_r,features,8,0.3347895630555655
age,activity_tm_3kmh,all,pearson_r,features,9,0.3306615441607573
age,activity_tm_3kmh,all,pearson_r,features,10,0.33720507514644
age,activity_tm_3kmh,all,pearson_r,features,11,0.3355227936272468
age,activity_tm_3kmh,all,pearson_r,features,12,0.3371814900931065
age,activity_tm_3kmh,all,pearson_r,features,13,0.3410570063721086
age,activity_tm_3kmh,all,pearson_r,features,14,0.3397106985238062
age,activity_tm_3kmh,male,pearson_r,features,0,0.318242559035456
age,activity_tm_3kmh,male,pearson_r,features,1,0.2968217384401922
age,activity_tm_3kmh,male,pearson_r,features,2,0.2930464502683003
age,activity_tm_3kmh,male,pearson_r,features,3,0.3202342018082055
age,activity_tm_3kmh,male,pearson_r,features,4,0.3212318668928607
age,activity_tm_3kmh,male,pearson_r,features,5,0.3173667739901395
age,activity_tm_3kmh,male,pearson_r,features,6,0.3105807016102266
age,activity_tm_3kmh,male,pearson_r,features,7,0.3189853183441133
age,activity_tm_3kmh,male,pearson_r,features,8,0.2955727261199973
age,activity_tm_3kmh,male,pearson_r,features,9,0.3035211178348308
age,activity_tm_3kmh,male,pearson_r,features,10,0.3033929227581566
age,activity_tm_3kmh,male,pearson_r,features,11,0.3104847544633067
age,activity_tm_3kmh,male,pearson_r,features,12,0.298616950813955
age,activity_tm_3kmh,male,pearson_r,features,13,0.311137820681672
age,activity_tm_3kmh,male,pearson_r,features,14,0.3070016834855968
age,activity_tm_3kmh,female,pearson_r,features,0,0.3705278868298237
age,activity_tm_3kmh,female,pearson_r,features,1,0.3785752033637507
age,activity_tm_3kmh,female,pearson_r,features,2,0.3822162802938864
age,activity_tm_3kmh,female,pearson_r,features,3,0.3662602829216274
age,activity_tm_3kmh,female,pearson_r,features,4,0.3742843485182376
age,activity_tm_3kmh,female,pearson_r,features,5,0.3594813877518399
age,activity_tm_3kmh,female,pearson_r,features,6,0.3713340538920427
age,activity_tm_3kmh,female,pearson_r,features,7,0.3582729176770911
age,activity_tm_3kmh,female,pearson_r,features,8,0.3645897263827639
age,activity_tm_3kmh,female,pearson_r,features,9,0.3503951571113411
age,activity_tm_3kmh,female,pearson_r,features,10,0.3626268212649291
age,activity_tm_3kmh,female,pearson_r,features,11,0.3539502149298804
age,activity_tm_3kmh,female,pearson_r,features,12,0.366468013491097
age,activity_tm_3kmh,female,pearson_r,features,13,0.3633360207829854
age,activity_tm_3kmh,female,pearson_r,features,14,0.3640185803554981
age,activity_self_selected_gait_speed,all,pearson_r,features,0,0.2971882744187728
age,activity_self_selected_gait_speed,all,pearson_r,features,1,0.2957258931487037
age,activity_self_selected_gait_speed,all,pearson_r,features,2,0.2904806079699703
age,activity_self_selected_gait_speed,all,pearson_r,features,3,0.3028355492754319
age,activity_self_selected_gait_speed,all,pearson_r,features,4,0.3080129541529096
age,activity_self_selected_gait_speed,all,pearson_r,features,5,0.3023150481960633
age,activity_self_selected_gait_speed,all,pearson_r,features,6,0.3098271892355166
age,activity_self_selected_gait_speed,all,pearson_r,features,7,0.2916987498352136
age,activity_self_selected_gait_speed,all,pearson_r,features,8,0.3086169716912819
age,activity_self_selected_gait_speed,all,pearson_r,features,9,0.3045499034430053
age,activity_self_selected_gait_speed,all,pearson_r,features,10,0.3029890314846828
age,activity_self_selected_gait_speed,all,pearson_r,features,11,0.2972984954251051
age,activity_self_selected_gait_speed,all,pearson_r,features,12,0.2950857350341332
age,activity_self_selected_gait_speed,all,pearson_r,features,13,0.2984411344413905
age,activity_self_selected_gait_speed,all,pearson_r,features,14,0.2965731959060665
age,activity_self_selected_gait_speed,male,pearson_r,features,0,0.2671153013412302
age,activity_self_selected_gait_speed,male,pearson_r,features,1,0.2592978759874813
age,activity_self_selected_gait_speed,male,pearson_r,features,2,0.2544552924874907
age,activity_self_selected_gait_speed,male,pearson_r,features,3,0.2626699441126305
age,activity_self_selected_gait_speed,male,pearson_r,features,4,0.2752307873928388
age,activity_self_selected_gait_speed,male,pearson_r,features,5,0.2665400642905873
age,activity_self_selected_gait_speed,male,pearson_r,features,6,0.2794494068074546
age,activity_self_selected_gait_speed,male,pearson_r,features,7,0.2590235879289934
age,activity_self_selected_gait_speed,male,pearson_r,features,8,0.2602803961208845
age,activity_self_selected_gait_speed,male,pearson_r,features,9,0.2651414137832793
age,activity_self_selected_gait_speed,male,pearson_r,features,10,0.2709874346172872
age,activity_self_selected_gait_speed,male,pearson_r,features,11,0.263189620605853
age,activity_self_selected_gait_speed,male,pearson_r,features,12,0.2674908076546549
age,activity_self_selected_gait_speed,male,pearson_r,features,13,0.2590553958179905
age,activity_self_selected_gait_speed,male,pearson_r,features,14,0.2557475976267841
age,activity_self_selected_gait_speed,female,pearson_r,features,0,0.3194494264497153
age,activity_self_selected_gait_speed,female,pearson_r,features,1,0.3236294475664732
age,activity_self_selected_gait_speed,female,pearson_r,features,2,0.3181128211213711
age,activity_self_selected_gait_speed,female,pearson_r,features,3,0.3337123068354645
age,activity_self_selected_gait_speed,female,pearson_r,features,4,0.3327349454777994
age,activity_self_selected_gait_speed,female,pearson_r,features,5,0.3286271750892413
age,activity_self_selected_gait_speed,female,pearson_r,features,6,0.3321576850697024
age,activity_self_selected_gait_speed,female,pearson_r,features,7,0.3160548641644146
age,activity_self_selected_gait_speed,female,pearson_r,features,8,0.3461621945223456
age,activity_self_selected_gait_speed,female,pearson_r,features,9,0.3353400664546089
age,activity_self_selected_gait_speed,female,pearson_r,features,10,0.3271045342528715
age,activity_self_selected_gait_speed,female,pearson_r,features,11,0.3234164780719568
age,activity_self_selected_gait_speed,female,pearson_r,features,12,0.314898278557001
age,activity_self_selected_gait_speed,female,pearson_r,features,13,0.3290888225316982
age,activity_self_selected_gait_speed,female,pearson_r,features,14,0.3284694487373211
age,activity_stationary_walk,all,pearson_r,features,0,0.3589760814073103
age,activity_stationary_walk,all,pearson_r,features,1,0.395677524112195
age,activity_stationary_walk,all,pearson_r,features,2,0.3849028149141171
age,activity_stationary_walk,all,pearson_r,features,3,0.3281946666111687
age,activity_stationary_walk,all,pearson_r,features,4,0.3855405204784691
age,activity_stationary_walk,all,pearson_r,features,5,0.3718697683650671
age,activity_stationary_walk,all,pearson_r,features,6,0.3870389171599635
age,activity_stationary_walk,all,pearson_r,features,7,0.3910972950980839
age,activity_stationary_walk,all,pearson_r,features,8,0.3863972129294463
age,activity_stationary_walk,all,pearson_r,features,9,0.3787468453647486
age,activity_stationary_walk,all,pearson_r,features,10,0.3828347402265487
age,activity_stationary_walk,all,pearson_r,features,11,0.3417766337842451
age,activity_stationary_walk,all,pearson_r,features,12,0.3602461860106764
age,activity_stationary_walk,all,pearson_r,features,13,0.3768579284882757
age,activity_stationary_walk,all,pearson_r,features,14,0.3860970146357016
age,activity_stationary_walk,male,pearson_r,features,0,0.3977175573277929
age,activity_stationary_walk,male,pearson_r,features,1,0.3939146794129788
age,activity_stationary_walk,male,pearson_r,features,2,0.4012405766414978
age,activity_stationary_walk,male,pearson_r,features,3,0.3971896789830095
age,activity_stationary_walk,male,pearson_r,features,4,0.394262840266472
age,activity_stationary_walk,male,pearson_r,features,5,0.3967002718639545
age,activity_stationary_walk,male,pearson_r,features,6,0.3937461669412349
age,activity_stationary_walk,male,pearson_r,features,7,0.396583786570609
age,activity_stationary_walk,male,pearson_r,features,8,0.3946298606018523
age,activity_stationary_walk,male,pearson_r,features,9,0.3971398566819304
age,activity_stationary_walk,male,pearson_r,features,10,0.3949168470841099
age,activity_stationary_walk,male,pearson_r,features,11,0.393364879277796
age,activity_stationary_walk,male,pearson_r,features,12,0.3983067839439917
age,activity_stationary_walk,male,pearson_r,features,13,0.3990562429075746
age,activity_stationary_walk,male,pearson_r,features,14,0.3910931019988425
age,activity_stationary_walk,female,pearson_r,features,0,0.3302983208239889
age,activity_stationary_walk,female,pearson_r,features,1,0.3947550499543323
age,activity_stationary_walk,female,pearson_r,features,2,0.3699366179058576
age,activity_stationary_walk,female,pearson_r,features,3,0.2876932486402705
age,activity_stationary_walk,female,pearson_r,features,4,0.3763433692119974
age,activity_stationary_walk,female,pearson_r,features,5,0.3515334193709843
age,activity_stationary_walk,female,pearson_r,features,6,0.3795387481884789
age,activity_stationary_walk,female,pearson_r,features,7,0.3841385689529305
age,activity_stationary_walk,female,pearson_r,features,8,0.3773886834696062
age,activity_stationary_walk,female,pearson_r,features,9,0.362510096418599
age,activity_stationary_walk,female,pearson_r,features,10,0.3712993721723079
age,activity_stationary_walk,female,pearson_r,features,11,0.3079908197584327
age,activity_stationary_walk,female,pearson_r,features,12,0.3318000807612575
age,activity_stationary_walk,female,pearson_r,features,13,0.3580252807535817
age,activity_stationary_walk,female,pearson_r,features,14,0.3796668384034846
age,activity_sit_to_stand,all,pearson_r,features,0,0.2565680360143752
age,activity_sit_to_stand,all,pearson_r,features,1,0.2445571240000327
age,activity_sit_to_stand,all,pearson_r,features,2,0.2723912943835478
age,activity_sit_to_stand,all,pearson_r,features,3,0.2159137135975695
age,activity_sit_to_stand,all,pearson_r,features,4,0.2712299069329094
age,activity_sit_to_stand,all,pearson_r,features,5,0.2313420575341557
age,activity_sit_to_stand,all,pearson_r,features,6,0.2456125958588174
age,activity_sit_to_stand,all,pearson_r,features,7,0.2513739763122464
age,activity_sit_to_stand,all,pearson_r,features,8,0.2485250243081915
age,activity_sit_to_stand,all,pearson_r,features,9,0.258833512791343
age,activity_sit_to_stand,all,pearson_r,features,10,0.2262295748419071
age,activity_sit_to_stand,all,pearson_r,features,11,0.2471639160156788
age,activity_sit_to_stand,all,pearson_r,features,12,0.2866665676661621
age,activity_sit_to_stand,all,pearson_r,features,13,0.2741354762310451
age,activity_sit_to_stand,all,pearson_r,features,14,0.2652197970423396
age,activity_sit_to_stand,male,pearson_r,features,0,0.2754506982317764
age,activity_sit_to_stand,male,pearson_r,features,1,0.3403939849839397
age,activity_sit_to_stand,male,pearson_r,features,2,0.3420324094287411
age,activity_sit_to_stand,male,pearson_r,features,3,0.2198496141045549
age,activity_sit_to_stand,male,pearson_r,features,4,0.3407869572389553
age,activity_sit_to_stand,male,pearson_r,features,5,0.2679849532739572
age,activity_sit_to_stand,male,pearson_r,features,6,0.2686662388552895
age,activity_sit_to_stand,male,pearson_r,features,7,0.2617466120152859
age,activity_sit_to_stand,male,pearson_r,features,8,0.3333592225491982
age,activity_sit_to_stand,male,pearson_r,features,9,0.3348132362409592
age,activity_sit_to_stand,male,pearson_r,features,10,0.2555643269806524
age,activity_sit_to_stand,male,pearson_r,features,11,0.280025563278272
age,activity_sit_to_stand,male,pearson_r,features,12,0.3372609535598585
age,activity_sit_to_stand,male,pearson_r,features,13,0.3416417366340911
age,activity_sit_to_stand,male,pearson_r,features,14,0.3291961392423888
age,activity_sit_to_stand,female,pearson_r,features,0,0.2340467041363182
age,activity_sit_to_stand,female,pearson_r,features,1,0.1821981704260859
age,activity_sit_to_stand,female,pearson_r,features,2,0.2201247654662814
age,activity_sit_to_stand,female,pearson_r,features,3,0.2070395681981918
age,activity_sit_to_stand,female,pearson_r,features,4,0.2195885533814983
age,activity_sit_to_stand,female,pearson_r,features,5,0.1923352082980801
age,activity_sit_to_stand,female,pearson_r,features,6,0.2189607142710845
age,activity_sit_to_stand,female,pearson_r,features,7,0.236864555841502
age,activity_sit_to_stand,female,pearson_r,features,8,0.191631917615832
age,activity_sit_to_stand,female,pearson_r,features,9,0.2049557380333352
age,activity_sit_to_stand,female,pearson_r,features,10,0.1932874853273321
age,activity_sit_to_stand,female,pearson_r,features,11,0.2106618947059146
age,activity_sit_to_stand,female,pearson_r,features,12,0.2429918878036968
age,activity_sit_to_stand,female,pearson_r,features,13,0.2228029718990804
age,activity_sit_to_stand,female,pearson_r,features,14,0.216742084420486
age,activity_romberg_closed,all,pearson_r,features,0,0.1415881037413908
age,activity_romberg_closed,all,pearson_r,features,1,0.1646125093244771
age,activity_romberg_closed,all,pearson_r,features,2,0.1776084747671079
age,activity_romberg_closed,all,pearson_r,features,3,0.1636044549761859
age,activity_romberg_closed,all,pearson_r,features,4,0.1737213391897561
age,activity_romberg_closed,all,pearson_r,features,5,0.1569228451734961
age,activity_romberg_closed,all,pearson_r,features,6,0.1710661848607966
age,activity_romberg_closed,all,pearson_r,features,7,0.1625931388172942
age,activity_romberg_closed,all,pearson_r,features,8,0.15252948872935
age,activity_romberg_closed,all,pearson_r,features,9,0.159975445125125
age,activity_romberg_closed,all,pearson_r,features,10,0.1588140022361238
age,activity_romberg_closed,all,pearson_r,features,11,0.1454947872086912
age,activity_romberg_closed,all,pearson_r,features,12,0.1592260270837007
age,activity_romberg_closed,all,pearson_r,features,13,0.1596742752855453
age,activity_romberg_closed,all,pearson_r,features,14,0.1522280473638972
age,activity_romberg_closed,male,pearson_r,features,0,0.1568889822364056
age,activity_romberg_closed,male,pearson_r,features,1,0.15833572798169
age,activity_romberg_closed,male,pearson_r,features,2,0.1671642230645544
age,activity_romberg_closed,male,pearson_r,features,3,0.1508471287150045
age,activity_romberg_closed,male,pearson_r,features,4,0.1713147774023244
age,activity_romberg_closed,male,pearson_r,features,5,0.1625684260663109
age,activity_romberg_closed,male,pearson_r,features,6,0.1712690865715255
age,activity_romberg_closed,male,pearson_r,features,7,0.157569040720393
age,activity_romberg_closed,male,pearson_r,features,8,0.1691534629641058
age,activity_romberg_closed,male,pearson_r,features,9,0.1627429027894281
age,activity_romberg_closed,male,pearson_r,features,10,0.1618187150906276
age,activity_romberg_closed,male,pearson_r,features,11,0.1546239866081622
age,activity_romberg_closed,male,pearson_r,features,12,0.1624714382002035
age,activity_romberg_closed,male,pearson_r,features,13,0.163199312033885
age,activity_romberg_closed,male,pearson_r,features,14,0.1578186071812807
age,activity_romberg_closed,female,pearson_r,features,0,0.1236952673023478
age,activity_romberg_closed,female,pearson_r,features,1,0.163387224882623
age,activity_romberg_closed,female,pearson_r,features,2,0.1811347790862559
age,activity_romberg_closed,female,pearson_r,features,3,0.1695642270872673
age,activity_romberg_closed,female,pearson_r,features,4,0.1689876810546994
age,activity_romberg_closed,female,pearson_r,features,5,0.1446658787207838
age,activity_romberg_closed,female,pearson_r,features,6,0.1638281891362646
age,activity_romberg_closed,female,pearson_r,features,7,0.1601163820935079
age,activity_romberg_closed,female,pearson_r,features,8,0.1330074890555352
age,activity_romberg_closed,female,pearson_r,features,9,0.1507873711152728
age,activity_romberg_closed,female,pearson_r,features,10,0.1495336717977656
age,activity_romberg_closed,female,pearson_r,features,11,0.1308077892915912
age,activity_romberg_closed,female,pearson_r,features,12,0.1491378671522719
age,activity_romberg_closed,female,pearson_r,features,13,0.1493007692466433
age,activity_romberg_closed,female,pearson_r,features,14,0.1404512815331821
age,ensemble,all,pearson_r,features,0,0.4614614895717299
age,ensemble,all,pearson_r,features,1,0.4599390960806829
age,ensemble,all,pearson_r,features,2,0.4623614611000866
age,ensemble,all,pearson_r,features,3,0.4474702610038708
age,ensemble,all,pearson_r,features,4,0.4685418024221875
age,ensemble,all,pearson_r,features,5,0.463274035865857
age,ensemble,all,pearson_r,features,6,0.4720590606979993
age,ensemble,all,pearson_r,features,7,0.4670884484986969
age,ensemble,all,pearson_r,features,8,0.4583709196974408
age,ensemble,all,pearson_r,features,9,0.4541495541662641
age,ensemble,all,pearson_r,features,10,0.4589286030616931
age,ensemble,all,pearson_r,features,11,0.445730674093181
age,ensemble,all,pearson_r,features,12,0.4487703125066505
age,ensemble,all,pearson_r,features,13,0.4591689109703774
age,ensemble,all,pearson_r,features,14,0.458183857984718
age,ensemble,male,pearson_r,features,0,0.4610494161289756
age,ensemble,male,pearson_r,features,1,0.4538144680522673
age,ensemble,male,pearson_r,features,2,0.4526042105203788
age,ensemble,male,pearson_r,features,3,0.4391345007114866
age,ensemble,male,pearson_r,features,4,0.4677883379093487
age,ensemble,male,pearson_r,features,5,0.4658263882053288
age,ensemble,male,pearson_r,features,6,0.4620633126668669
age,ensemble,male,pearson_r,features,7,0.4572095024805779
age,ensemble,male,pearson_r,features,8,0.4554978842557514
age,ensemble,male,pearson_r,features,9,0.4555192780567963
age,ensemble,male,pearson_r,features,10,0.451096984575452
age,ensemble,male,pearson_r,features,11,0.4495727750993649
age,ensemble,male,pearson_r,features,12,0.4488990742453975
age,ensemble,male,pearson_r,features,13,0.4574533696050492
age,ensemble,male,pearson_r,features,14,0.4514704803483763
age,ensemble,female,pearson_r,features,0,0.4637545585290112
age,ensemble,female,pearson_r,features,1,0.4669025853723721
age,ensemble,female,pearson_r,features,2,0.4724477774993469
age,ensemble,female,pearson_r,features,3,0.457040848255974
age,ensemble,female,pearson_r,features,4,0.4716233580950731
age,ensemble,female,pearson_r,features,5,0.4639540866902787
age,ensemble,female,pearson_r,features,6,0.4829726681860226
age,ensemble,female,pearson_r,features,7,0.4781687141538994
age,ensemble,female,pearson_r,features,8,0.4631614543207971
age,ensemble,female,pearson_r,features,9,0.4546196639448445
age,ensemble,female,pearson_r,features,10,0.4670029579964976
age,ensemble,female,pearson_r,features,11,0.4427671919403926
age,ensemble,female,pearson_r,features,12,0.4491592599416303
age,ensemble,female,pearson_r,features,13,0.462493536493272
age,ensemble,female,pearson_r,features,14,0.465746905168025
bmi,activity_tm_3kmh,all,pearson_r,features,0,0.3319014923777829
bmi,activity_tm_3kmh,all,pearson_r,features,1,0.3210037594717007
bmi,activity_tm_3kmh,all,pearson_r,features,2,0.3419676848978603
bmi,activity_tm_3kmh,all,pearson_r,features,3,0.334156568573064
bmi,activity_tm_3kmh,all,pearson_r,features,4,0.3221977935997893
bmi,activity_tm_3kmh,all,pearson_r,features,5,0.3227855823839438
bmi,activity_tm_3kmh,all,pearson_r,features,6,0.3309569779934317
bmi,activity_tm_3kmh,all,pearson_r,features,7,0.3040085949624379
bmi,activity_tm_3kmh,all,pearson_r,features,8,0.333539407921645
bmi,activity_tm_3kmh,all,pearson_r,features,9,0.3302442808054676
bmi,activity_tm_3kmh,all,pearson_r,features,10,0.3149250992690608
bmi,activity_tm_3kmh,all,pearson_r,features,11,0.3147870223429866
bmi,activity_tm_3kmh,all,pearson_r,features,12,0.3167131476511848
bmi,activity_tm_3kmh,all,pearson_r,features,13,0.3228668342367394
bmi,activity_tm_3kmh,all,pearson_r,features,14,0.3188470884092219
bmi,activity_tm_3kmh,male,pearson_r,features,0,0.290300224841568
bmi,activity_tm_3kmh,male,pearson_r,features,1,0.2842828879631762
bmi,activity_tm_3kmh,male,pearson_r,features,2,0.2987434601596176
bmi,activity_tm_3kmh,male,pearson_r,features,3,0.2768650770495539
bmi,activity_tm_3kmh,male,pearson_r,features,4,0.2733013876699097
bmi,activity_tm_3kmh,male,pearson_r,features,5,0.2683015615599208
bmi,activity_tm_3kmh,male,pearson_r,features,6,0.290141836022275
bmi,activity_tm_3kmh,male,pearson_r,features,7,0.26466674215846
bmi,activity_tm_3kmh,male,pearson_r,features,8,0.2731545485094738
bmi,activity_tm_3kmh,male,pearson_r,features,9,0.2809319169927508
bmi,activity_tm_3kmh,male,pearson_r,features,10,0.2795957946941746
bmi,activity_tm_3kmh,male,pearson_r,features,11,0.2547843968178828
bmi,activity_tm_3kmh,male,pearson_r,features,12,0.2673588188219157
bmi,activity_tm_3kmh,male,pearson_r,features,13,0.2859003722481585
