umap_1,umap_2,activity
-0.7766925,5.3012776,sit_to_stand
16.314692,4.962014,stationary_walk
7.937005,-3.7247183,tm_3kmh
7.7265334,15.057521,romberg_closed
8.098392,-5.4375863,self_selected_gait_speed
-2.2381508,4.5064583,sit_to_stand
16.168133,4.4125686,stationary_walk
8.136489,-5.290886,tm_3kmh
8.451832,14.853719,romberg_closed
6.697283,-0.8566608,self_selected_gait_speed
-2.3184974,5.200992,sit_to_stand
14.656029,3.9432082,stationary_walk
6.565934,-0.7827113,tm_3kmh
5.1646223,11.060016,romberg_closed
8.555696,-2.4952364,self_selected_gait_speed
-2.7222214,3.944343,sit_to_stand
16.697395,6.63674,stationary_walk
8.615177,-2.6434138,tm_3kmh
6.5375056,13.46393,romberg_closed
7.8626122,-4.620318,self_selected_gait_speed
-2.2577305,3.773386,sit_to_stand
17.059137,5.5789924,stationary_walk
8.311839,-4.5112123,tm_3kmh
8.455447,13.839831,romberg_closed
9.2114725,-2.2810946,self_selected_gait_speed
-2.7758675,5.4295053,sit_to_stand
16.373835,5.2612786,stationary_walk
9.286131,-2.3887012,tm_3kmh
6.208252,13.427236,romberg_closed
6.356951,-2.7090468,self_selected_gait_speed
-1.4514803,3.3854418,sit_to_stand
16.8872,6.267319,stationary_walk
6.068425,13.394416,romberg_closed
8.306403,-3.5158205,self_selected_gait_speed
-1.6480198,4.188192,sit_to_stand
15.623755,6.0849147,stationary_walk
8.181533,-3.2357965,tm_3kmh
7.915406,12.9485855,romberg_closed
9.168832,-4.093884,self_selected_gait_speed
-3.1916602,4.105095,sit_to_stand
15.634628,6.2816095,stationary_walk
8.825302,-4.0276737,tm_3kmh
9.416406,13.803091,romberg_closed
6.2409267,-4.0664215,self_selected_gait_speed
-0.56210524,3.891575,sit_to_stand
15.020309,4.8613076,stationary_walk
6.1727686,-3.7190583,tm_3kmh
6.8049884,13.558267,romberg_closed
6.8757815,-3.2103844,self_selected_gait_speed
-0.94825065,4.6363907,sit_to_stand
16.919888,4.951728,stationary_walk
6.748679,-3.046354,tm_3kmh
5.8738413,13.72629,romberg_closed
6.824776,-3.0038297,self_selected_gait_speed
-2.024357,4.4570403,sit_to_stand
17.372253,6.0513406,stationary_walk
6.631606,-2.853092,tm_3kmh
6.9681954,14.0880995,romberg_closed
7.361881,-5.1980133,self_selected_gait_speed
-0.53420454,5.485676,sit_to_stand
16.600077,4.9540973,stationary_walk
7.3254695,-4.9397163,tm_3kmh
7.9976916,13.191301,romberg_closed
9.6370325,-3.0077431,self_selected_gait_speed
-2.5917451,5.409864,sit_to_stand
15.822212,6.5342774,stationary_walk
9.611156,-3.2030716,tm_3kmh
10.762736,14.092259,romberg_closed
6.4316525,-5.2101784,self_selected_gait_speed
-3.1154866,5.505033,sit_to_stand
16.08193,4.183603,stationary_walk
5.9509444,-5.480574,tm_3kmh
6.407425,11.884502,romberg_closed
9.962026,-2.2202601,self_selected_gait_speed
-2.242866,3.3663785,sit_to_stand
16.998331,7.1200404,stationary_walk
9.904883,-2.17312,tm_3kmh
5.711526,11.820958,romberg_closed
9.454578,-3.3394766,self_selected_gait_speed
-3.7141712,4.5873666,sit_to_stand
15.6321335,5.850532,stationary_walk
9.388417,-3.3630104,tm_3kmh
9.481061,14.782988,romberg_closed
5.4464564,-1.5848418,self_selected_gait_speed
-2.3470855,5.0815983,sit_to_stand
16.534525,5.2401185,stationary_walk
5.5561256,-1.66211,tm_3kmh
9.526839,13.567459,romberg_closed
8.986081,-5.975052,self_selected_gait_speed
0.09762692,3.573905,sit_to_stand
15.670006,4.867986,stationary_walk
9.383296,-5.7804866,tm_3kmh
6.9080005,12.298776,romberg_closed
7.337565,-5.728944,self_selected_gait_speed
-1.2208623,5.184215,sit_to_stand
16.122843,4.438886,stationary_walk
7.374331,-5.889106,tm_3kmh
9.557967,15.372365,romberg_closed
7.2975554,-4.8517804,self_selected_gait_speed
-1.5414679,5.882079,sit_to_stand
16.949364,4.0607367,stationary_walk
7.087227,-4.581816,tm_3kmh
10.868919,14.4509535,romberg_closed
6.4830523,-6.754473,self_selected_gait_speed
-0.79276407,3.5408542,sit_to_stand
13.839239,4.405041,stationary_walk
6.631794,-6.8395534,tm_3kmh
9.007384,15.084202,romberg_closed
7.0828238,-4.7820725,self_selected_gait_speed
-1.5332525,6.149878,sit_to_stand
16.445936,4.419171,stationary_walk
6.9907765,-4.5723505,tm_3kmh
5.5884867,11.272265,romberg_closed
8.504254,-2.5676155,self_selected_gait_speed
-2.0116994,4.0322614,sit_to_stand
17.540457,6.649486,stationary_walk
8.959855,-2.4179394,tm_3kmh
6.61707,13.212116,romberg_closed
6.397063,-2.8356795,self_selected_gait_speed
-0.8383387,4.4278975,sit_to_stand
16.744902,5.7509017,stationary_walk
6.336824,-2.8303225,tm_3kmh
11.40453,14.412196,romberg_closed
7.8954644,-6.579487,self_selected_gait_speed
-0.56241584,3.284335,sit_to_stand
14.601404,3.639091,stationary_walk
7.992034,-6.6837807,tm_3kmh
8.490753,14.511455,romberg_closed
8.166321,-5.72924,self_selected_gait_speed
-1.6201733,5.617991,sit_to_stand
16.552181,3.5924406,stationary_walk
8.165688,-5.6797657,tm_3kmh
7.496151,13.8051405,romberg_closed
7.536344,-4.518575,self_selected_gait_speed
-3.0783713,5.0340786,sit_to_stand
15.241998,3.7831442,stationary_walk
7.213676,-4.498294,tm_3kmh
10.153319,14.591077,romberg_closed
5.423882,-4.8262835,self_selected_gait_speed
-1.8726887,3.935851,sit_to_stand
15.334128,3.8185918,stationary_walk
5.523248,-4.5777955,tm_3kmh
6.1921124,12.104224,romberg_closed
8.603384,-3.419822,self_selected_gait_speed
-2.5800939,4.703979,sit_to_stand
17.761757,6.046897,stationary_walk
7.2241507,-3.8929539,tm_3kmh
8.6333685,14.803393,romberg_closed
6.5222926,-5.541007,self_selected_gait_speed
-0.77500445,4.013469,sit_to_stand
16.21442,5.003247,stationary_walk
6.514013,-5.6049037,tm_3kmh
9.333936,14.651331,romberg_closed
5.7785206,-5.484547,self_selected_gait_speed
0.09431494,5.3046765,sit_to_stand
16.57918,4.296848,stationary_walk
5.6570325,-5.3049498,tm_3kmh
9.4633,14.739882,romberg_closed
7.192098,-5.636759,self_selected_gait_speed
-0.9460792,4.683749,sit_to_stand
15.614582,3.3798525,stationary_walk
7.0727987,-5.6718884,tm_3kmh
5.5576215,11.7278595,romberg_closed
8.833427,-4.1669936,self_selected_gait_speed
-1.934599,3.494968,sit_to_stand
16.224115,5.9558372,stationary_walk
8.712376,-4.083705,tm_3kmh
7.694333,14.511406,romberg_closed
7.118678,-6.2923756,self_selected_gait_speed
-3.57399,4.83144,sit_to_stand
16.358067,6.101353,stationary_walk
6.9913654,-6.204024,tm_3kmh
9.868283,15.071996,romberg_closed
7.3122654,-6.7248006,self_selected_gait_speed
-0.31743085,4.928283,sit_to_stand
15.529062,4.276168,stationary_walk
7.5046015,-6.8528867,tm_3kmh
7.857712,13.503731,romberg_closed
7.04524,-5.136344,self_selected_gait_speed
-3.3203163,5.0264516,sit_to_stand
15.863596,5.668099,stationary_walk
7.0994673,-5.149052,tm_3kmh
9.970612,13.215697,romberg_closed
7.099277,-4.2769294,self_selected_gait_speed
-0.43743792,5.4731503,sit_to_stand
16.256365,5.600424,stationary_walk
6.6628575,-3.939865,tm_3kmh
8.486479,13.618751,romberg_closed
6.5872455,-5.1001444,self_selected_gait_speed
0.4561508,3.968639,sit_to_stand
16.147936,4.1543365,stationary_walk
6.4559116,-4.732301,tm_3kmh
9.674068,14.488992,romberg_closed
8.7043495,-5.9938335,self_selected_gait_speed
-1.4580406,4.6183505,sit_to_stand
15.098416,4.108165,stationary_walk
8.670471,-5.7810407,tm_3kmh
10.958722,13.730362,romberg_closed
6.972584,-4.014686,self_selected_gait_speed
-0.95499367,3.4995098,sit_to_stand
15.446893,5.6175385,stationary_walk
6.4250164,-3.93712,tm_3kmh
8.749496,13.704688,romberg_closed
6.159936,-4.619666,self_selected_gait_speed
-2.0115852,5.2324777,sit_to_stand
17.166681,4.984541,stationary_walk
6.279125,-4.6239557,tm_3kmh
10.069717,14.024911,romberg_closed
7.3625154,-5.9613442,self_selected_gait_speed
-0.6322271,4.8211904,sit_to_stand
15.474517,3.1461835,stationary_walk
7.3101897,-5.8027916,tm_3kmh
6.169504,11.755922,romberg_closed
7.2276998,-4.639555,self_selected_gait_speed
-1.7357024,4.5572104,sit_to_stand
14.473772,5.229063,stationary_walk
7.1726356,-4.6774454,tm_3kmh
10.092117,13.582629,romberg_closed
6.3307686,-2.7257147,self_selected_gait_speed
-0.14301853,3.9138148,sit_to_stand
15.6365385,3.9145584,stationary_walk
6.1989093,-2.7159166,tm_3kmh
6.4160547,12.116333,romberg_closed
-2.7190027,4.699785,sit_to_stand
16.92064,5.832995,stationary_walk
8.977004,14.76646,romberg_closed
7.121258,-3.2518752,self_selected_gait_speed
-1.6289831,5.38003,sit_to_stand
17.918482,5.7079244,stationary_walk
7.2347035,-3.7180836,tm_3kmh
7.1265144,13.223428,romberg_closed
7.5083165,-3.8735712,self_selected_gait_speed
-0.8025112,4.48941,sit_to_stand
16.090963,4.4008336,stationary_walk
7.374552,-3.9959724,tm_3kmh
6.7674737,13.680238,romberg_closed
8.036752,-6.0106583,self_selected_gait_speed
-1.8426864,3.1821399,sit_to_stand
14.741622,5.725845,stationary_walk
7.489552,-6.556863,tm_3kmh
11.440126,14.550324,romberg_closed
-0.54131633,4.6578364,sit_to_stand
14.2945175,4.247428,stationary_walk
9.568353,13.329286,romberg_closed
6.1224775,-5.053897,self_selected_gait_speed
-0.3703525,4.5340815,sit_to_stand
14.329171,4.571974,stationary_walk
6.1530843,-4.921483,tm_3kmh
6.68295,13.56103,romberg_closed
7.341021,-3.0400443,self_selected_gait_speed
-0.7659694,4.9233985,sit_to_stand
17.20021,5.596679,stationary_walk
7.162571,-3.028603,tm_3kmh
7.7587433,13.0515585,romberg_closed
6.245334,-4.9288573,self_selected_gait_speed
-1.9957322,3.5372827,sit_to_stand
15.329943,6.157423,stationary_walk
6.359671,-5.002143,tm_3kmh
6.176341,12.006659,romberg_closed
9.578014,-2.9612072,self_selected_gait_speed
-1.83226,5.010549,sit_to_stand
17.30354,5.366132,stationary_walk
9.551172,-2.9917324,tm_3kmh
6.3888946,11.9939575,romberg_closed
9.748449,-2.4646816,self_selected_gait_speed
-1.5431895,2.9364479,sit_to_stand
14.49446,5.775522,stationary_walk
9.640517,-2.3317606,tm_3kmh
10.242284,13.704048,romberg_closed
9.438552,-5.308821,self_selected_gait_speed
-2.2217453,4.083296,sit_to_stand
15.060357,3.8815086,stationary_walk
9.2692175,-5.207215,tm_3kmh
5.5338864,11.39341,romberg_closed
9.826368,-3.2768004,self_selected_gait_speed
-3.0294104,4.366405,sit_to_stand
17.059153,6.7757645,stationary_walk
9.72296,-3.2808566,tm_3kmh
7.4777937,14.001937,romberg_closed
8.990762,-3.0073037,self_selected_gait_speed
-2.9441314,4.72818,sit_to_stand
16.636194,5.6564374,stationary_walk
9.493651,-2.5073686,tm_3kmh
8.601324,15.258865,romberg_closed
6.6854024,-5.7650228,self_selected_gait_speed
-1.6376913,5.037097,sit_to_stand
16.065685,4.8840117,stationary_walk
6.6278963,-5.877423,tm_3kmh
8.359798,14.208245,romberg_closed
7.944027,-4.265612,self_selected_gait_speed
-2.0328052,5.328864,sit_to_stand
16.80215,5.163517,stationary_walk
7.860391,-4.394552,tm_3kmh
10.880942,14.421139,romberg_closed
8.795723,-5.5527716,self_selected_gait_speed
-1.8050315,5.5098643,sit_to_stand
14.840707,3.9163675,stationary_walk
8.573479,-5.53433,tm_3kmh
5.477791,11.233019,romberg_closed
7.1791816,-4.9135203,self_selected_gait_speed
0.05498841,5.3056355,sit_to_stand
16.926281,4.179955,stationary_walk
7.162593,-5.2112303,tm_3kmh
7.811066,14.335295,romberg_closed
8.085372,-3.3554556,self_selected_gait_speed
-0.018491494,4.9055495,sit_to_stand
16.959774,5.6181817,stationary_walk
9.091817,-2.2997124,tm_3kmh
8.550637,12.594954,romberg_closed
-0.67455107,2.918209,sit_to_stand
14.49543,5.6635995,stationary_walk
9.139858,14.798397,romberg_closed
7.282557,-5.1709046,self_selected_gait_speed
-2.4581044,5.4637604,sit_to_stand
15.894877,4.9742265,stationary_walk
6.849168,-4.6684613,tm_3kmh
8.638232,14.35854,romberg_closed
8.866446,-4.9963207,self_selected_gait_speed
-3.6476974,4.737936,sit_to_stand
14.924664,4.651354,stationary_walk
8.528733,-4.83727,tm_3kmh
8.723898,14.494512,romberg_closed
7.9915605,-7.1704273,self_selected_gait_speed
-1.7860316,4.978625,sit_to_stand
15.032081,4.315036,stationary_walk
7.9764004,-7.0845385,tm_3kmh
9.26721,14.041777,romberg_closed
8.787386,-5.0433965,self_selected_gait_speed
0.31766894,4.0154834,sit_to_stand
13.629304,4.887583,stationary_walk
8.626979,-5.4046946,tm_3kmh
6.149528,13.724191,romberg_closed
7.018991,-2.5636258,self_selected_gait_speed
-2.8253245,3.4279077,sit_to_stand
16.080542,6.255224,stationary_walk
7.592994,-2.659316,tm_3kmh
7.9431744,13.539048,romberg_closed
6.168524,-5.750203,self_selected_gait_speed
-2.2881913,5.216856,sit_to_stand
14.958902,5.2215304,stationary_walk
6.153092,-6.0737076,tm_3kmh
8.569311,12.752615,romberg_closed
6.129981,-4.384666,self_selected_gait_speed
-1.6926941,3.2019718,sit_to_stand
14.927914,5.942624,stationary_walk
6.3124795,-4.3246536,tm_3kmh
8.599036,12.609938,romberg_closed
9.037608,-3.7968636,self_selected_gait_speed
-2.5374691,3.3907664,sit_to_stand
15.4921465,6.5586724,stationary_walk
9.132488,-3.680433,tm_3kmh
11.484851,14.326906,romberg_closed
8.399373,-6.548853,self_selected_gait_speed
0.5052403,3.9990485,sit_to_stand
16.078451,4.849689,stationary_walk
8.354061,-6.5770493,tm_3kmh
8.507218,14.0757675,romberg_closed
7.4036555,-6.281694,self_selected_gait_speed
-2.3805885,4.4700265,sit_to_stand
16.488148,3.807433,stationary_walk
7.525019,-6.2916236,tm_3kmh
8.272041,15.157917,romberg_closed
8.680574,-5.115159,self_selected_gait_speed
-3.1741638,4.465571,sit_to_stand
15.472958,4.045834,stationary_walk
8.475888,-4.907742,tm_3kmh
8.508258,14.554644,romberg_closed
8.343651,-4.580882,self_selected_gait_speed
-1.9549783,5.9195313,sit_to_stand
15.742083,4.757303,stationary_walk
8.235208,-4.513007,tm_3kmh
9.980372,13.849774,romberg_closed
6.8753214,-6.4079995,self_selected_gait_speed
0.032763105,4.6730337,sit_to_stand
15.4393,4.0585995,stationary_walk
6.9833055,-6.4993024,tm_3kmh
10.809994,14.80943,romberg_closed
6.7707496,-6.2116656,self_selected_gait_speed
-0.6490431,4.3019457,sit_to_stand
14.974841,3.5359845,stationary_walk
6.994474,-6.0410833,tm_3kmh
5.895407,12.115508,romberg_closed
5.5228677,-3.2672489,self_selected_gait_speed
-2.877482,3.7654383,sit_to_stand
15.976257,6.3342867,stationary_walk
5.5621285,-3.2183795,tm_3kmh
9.244876,14.378396,romberg_closed
6.9039364,-6.6708665,self_selected_gait_speed
-0.99150723,6.0176244,sit_to_stand
16.319206,5.1207957,stationary_walk
7.2146587,-6.5383863,tm_3kmh
11.067402,14.565091,romberg_closed
7.728813,-6.4804964,self_selected_gait_speed
-1.6627434,5.0933824,sit_to_stand
14.632322,4.067983,stationary_walk
7.363065,-6.4509153,tm_3kmh
8.3961115,13.513493,romberg_closed
6.0429254,-4.3052697,self_selected_gait_speed
-1.9344747,3.491335,sit_to_stand
15.887996,6.0595336,stationary_walk
5.8352475,-4.424389,tm_3kmh
8.986868,13.72043,romberg_closed
5.704934,-5.0097904,self_selected_gait_speed
-2.791237,4.338627,sit_to_stand
15.785136,4.9671926,stationary_walk
4.6081367,-3.0466723,tm_3kmh
6.742157,14.887691,romberg_closed
7.1437626,-4.909361,self_selected_gait_speed
-1.7510802,3.8490078,sit_to_stand
17.030216,4.52403,stationary_walk
7.3306527,-5.061844,tm_3kmh
5.9518933,11.390301,romberg_closed
8.441497,-4.683552,self_selected_gait_speed
-2.360821,5.116411,sit_to_stand
15.825767,5.6869144,stationary_walk
8.233843,-4.404663,tm_3kmh
4.984526,11.14116,romberg_closed
8.124407,-3.348166,self_selected_gait_speed
-1.2553837,3.671734,sit_to_stand
16.623491,6.4266057,stationary_walk
8.673048,-3.1816604,tm_3kmh
7.4945335,12.261021,romberg_closed
8.026598,-4.191231,self_selected_gait_speed
-0.8106615,3.9607937,sit_to_stand
15.042598,3.6344752,stationary_walk
8.85853,-3.7193384,tm_3kmh
6.0061173,11.455772,romberg_closed
8.032555,-3.221735,self_selected_gait_speed
-1.8012321,3.4913847,sit_to_stand
15.1274605,6.081606,stationary_walk
7.9849896,-3.1743581,tm_3kmh
9.073709,14.497254,romberg_closed
6.230673,-5.0458546,self_selected_gait_speed
-0.941172,5.41758,sit_to_stand
13.874715,4.254773,stationary_walk
6.205506,-5.09225,tm_3kmh
7.945088,14.676423,romberg_closed
7.6285024,-2.6267202,self_selected_gait_speed
-2.0417104,5.9454527,sit_to_stand
16.33274,5.098596,stationary_walk
7.3623896,-2.7220516,tm_3kmh
6.172319,13.032096,romberg_closed
7.191374,-2.429965,self_selected_gait_speed
-1.2465782,4.0800896,sit_to_stand
17.557486,6.3796067,stationary_walk
7.372524,-2.4742637,tm_3kmh
7.250668,13.994526,romberg_closed
7.86488,-3.673529,self_selected_gait_speed
-3.534572,5.147952,sit_to_stand
16.942017,5.9483347,stationary_walk
7.5385,-3.5242686,tm_3kmh
11.380197,14.389302,romberg_closed
6.6190014,-3.4243648,self_selected_gait_speed
-0.7462801,3.1437964,sit_to_stand
14.616905,4.896679,stationary_walk
6.6346636,-2.583098,tm_3kmh
6.7990694,14.2937,romberg_closed
-1.7713352,3.9702413,sit_to_stand
17.30689,4.8800063,stationary_walk
9.07261,13.761664,romberg_closed
6.006144,-1.1396143,self_selected_gait_speed
-0.85335696,5.164014,sit_to_stand
13.545537,4.3089867,stationary_walk
6.144211,-1.0800123,tm_3kmh
10.458159,14.484807,romberg_closed
7.4536395,-4.8960967,self_selected_gait_speed
-0.9930744,3.920564,sit_to_stand
15.180729,4.878783,stationary_walk
7.3528347,-5.27546,tm_3kmh
9.961015,15.267133,romberg_closed
8.859872,-2.971858,self_selected_gait_speed
-1.8644162,5.7169123,sit_to_stand
15.904919,3.8640811,stationary_walk
8.016299,-3.1527739,tm_3kmh
9.774134,15.237817,romberg_closed
8.665664,-5.381772,self_selected_gait_speed
-2.217192,4.4944887,sit_to_stand
16.314825,3.6573117,stationary_walk
8.048168,-4.995025,tm_3kmh
6.9235516,13.678042,romberg_closed
4.96086,-2.9959147,self_selected_gait_speed
-1.6149526,3.133949,sit_to_stand
15.674478,6.24928,stationary_walk
6.806812,13.462998,romberg_closed
4.9450088,-2.9532635,self_selected_gait_speed
-3.77484,4.1517277,sit_to_stand
16.635761,6.588324,stationary_walk
4.6965375,-2.9347823,tm_3kmh
10.006947,14.680313,romberg_closed
6.645813,-6.15381,self_selected_gait_speed
-2.536419,5.1673436,sit_to_stand
15.997675,4.3930573,stationary_walk
6.9847746,-6.479173,tm_3kmh
7.9791603,14.468985,romberg_closed
6.895836,-4.716707,self_selected_gait_speed
-0.61749333,4.5847096,sit_to_stand
16.422243,4.533264,stationary_walk
6.88522,-4.8877573,tm_3kmh
8.007915,13.472432,romberg_closed
7.3251147,-4.000217,self_selected_gait_speed
-1.086046,5.4255776,sit_to_stand
15.855554,5.877344,stationary_walk
7.933553,-4.527347,tm_3kmh
9.503267,12.84698,romberg_closed
8.180431,-2.6326702,self_selected_gait_speed
-1.3318099,4.0171227,sit_to_stand
16.224342,6.1741943,stationary_walk
8.212436,15.132463,romberg_closed
6.9235406,-3.2281067,self_selected_gait_speed
-1.5117351,3.92978,sit_to_stand
16.48212,4.18952,stationary_walk
7.1354337,-3.4281642,tm_3kmh
6.8316436,13.490433,romberg_closed
6.838667,-4.503321,self_selected_gait_speed
-2.2928135,4.2952514,sit_to_stand
15.922194,4.703669,stationary_walk
7.445593,-4.7105117,tm_3kmh
10.242766,14.557454,romberg_closed
-0.22317638,4.819302,sit_to_stand
13.723919,4.3563676,stationary_walk
5.875599,11.969422,romberg_closed
8.309907,-2.6873949,self_selected_gait_speed
-2.9578679,4.6262193,sit_to_stand
17.702478,5.9214954,stationary_walk
8.232211,-2.613939,tm_3kmh
5.1297965,11.305149,romberg_closed
9.454333,-2.218997,self_selected_gait_speed
-3.6836824,4.420552,sit_to_stand
17.668974,6.4781485,stationary_walk
9.44271,-2.239794,tm_3kmh
9.344984,14.218666,romberg_closed
8.092074,-5.5207615,self_selected_gait_speed
-0.22072189,4.104965,sit_to_stand
15.103046,3.7737062,stationary_walk
7.6655903,-5.070796,tm_3kmh
8.486045,14.158971,romberg_closed
6.4276133,-6.6099825,self_selected_gait_speed
-1.4583166,4.6147585,sit_to_stand
16.628307,3.5950856,stationary_walk
6.3311725,13.826185,romberg_closed
9.730227,-5.3974733,self_selected_gait_speed
-2.1972685,2.9342148,sit_to_stand
15.465658,5.326777,stationary_walk
9.880845,-5.1211987,tm_3kmh
10.409734,14.996857,romberg_closed
8.676268,-6.3658824,self_selected_gait_speed
-2.3909597,5.2538853,sit_to_stand
16.423203,3.7506967,stationary_walk
8.722111,-6.558631,tm_3kmh
9.239653,13.026696,romberg_closed
7.411339,-3.5628333,self_selected_gait_speed
-1.3779615,3.4358275,sit_to_stand
14.628548,4.8976607,stationary_walk
7.312433,-3.66268,tm_3kmh
8.139892,13.887472,romberg_closed
9.415419,-5.288124,self_selected_gait_speed
-3.0715885,4.018775,sit_to_stand
16.657257,5.699295,stationary_walk
9.098004,-5.30353,tm_3kmh
8.60202,14.48348,romberg_closed
6.5244937,-2.9198632,self_selected_gait_speed
-2.274963,5.54369,sit_to_stand
16.347141,5.1619453,stationary_walk
6.5810833,-2.8032982,tm_3kmh
6.6687317,14.213373,romberg_closed
9.9143,-3.9120245,self_selected_gait_speed
-3.710235,4.5547285,sit_to_stand
17.060337,5.962554,stationary_walk
9.889582,-3.7253861,tm_3kmh
6.864461,12.171792,romberg_closed
6.857352,-2.34176,self_selected_gait_speed
-1.445367,6.1831827,sit_to_stand
16.47288,4.5306473,stationary_walk
6.910478,-2.978424,tm_3kmh
6.2941895,13.498038,romberg_closed
6.56733,-2.820267,self_selected_gait_speed
-2.691197,4.261447,sit_to_stand
17.309162,4.789808,stationary_walk
6.8476367,-2.8285916,tm_3kmh
6.682998,14.338949,romberg_closed
7.4306245,-5.138038,self_selected_gait_speed
-1.4045113,5.5921993,sit_to_stand
16.198713,5.1215878,stationary_walk
7.5467706,-4.9882355,tm_3kmh
8.802014,15.363212,romberg_closed
7.218936,-4.732069,self_selected_gait_speed
-0.14266911,4.3629827,sit_to_stand
15.044251,3.960015,stationary_walk
6.9740143,-4.806998,tm_3kmh
10.188228,13.259496,romberg_closed
-1.4279984,4.0885167,sit_to_stand
15.956971,6.6663136,stationary_walk
7.4245915,14.661133,romberg_closed
-3.222302,4.9390607,sit_to_stand
15.974885,4.6711774,stationary_walk
6.8417068,12.049296,romberg_closed
9.856539,-4.1006923,self_selected_gait_speed
-0.24589898,4.0423474,sit_to_stand
17.162666,6.849705,stationary_walk
9.826185,-3.7230978,tm_3kmh
7.721323,14.316419,romberg_closed
8.9946785,-3.2932863,self_selected_gait_speed
-2.8896978,4.8506284,sit_to_stand
16.296295,6.1807866,stationary_walk
8.794143,-3.7252247,tm_3kmh
7.376175,14.071939,romberg_closed
8.394267,-4.139077,self_selected_gait_speed
-3.1477869,4.6790967,sit_to_stand
17.247555,4.49512,stationary_walk
8.241938,-4.0266404,tm_3kmh
8.397098,14.061178,romberg_closed
8.957314,-6.069688,self_selected_gait_speed
-1.4866084,5.9550123,sit_to_stand
16.45488,5.0214725,stationary_walk
8.880343,-6.4029307,tm_3kmh
10.15426,14.772643,romberg_closed
8.759322,-4.9818745,self_selected_gait_speed
-2.7819245,3.807818,sit_to_stand
16.717554,5.616312,stationary_walk
8.605572,-5.1037726,tm_3kmh
8.398401,12.899286,romberg_closed
7.2937927,-3.287482,self_selected_gait_speed
-0.6962001,3.803111,sit_to_stand
15.181167,5.886306,stationary_walk
7.153088,-3.229564,tm_3kmh
6.2157407,11.56747,romberg_closed
-3.2005126,4.2489405,sit_to_stand
16.81639,6.3052616,stationary_walk
8.237089,14.925172,romberg_closed
7.8415556,-1.6738807,self_selected_gait_speed
-1.9445453,5.9864316,sit_to_stand
16.476885,5.067766,stationary_walk
7.6989093,-1.6903216,tm_3kmh
7.817432,12.8331585,romberg_closed
8.981275,-3.5914476,self_selected_gait_speed
-1.3515317,2.8955543,sit_to_stand
15.501283,6.4642024,stationary_walk
9.051082,-3.6830723,tm_3kmh
10.143855,14.434498,romberg_closed
7.1692424,-5.9317822,self_selected_gait_speed
0.34570768,4.35413,sit_to_stand
7.216835,-5.9990087,tm_3kmh
9.2312355,13.81545,romberg_closed
5.284454,-5.2605405,self_selected_gait_speed
-0.8397451,5.3091373,sit_to_stand
15.513007,3.452313,stationary_walk
5.293949,-5.196506,tm_3kmh
9.617564,13.404412,romberg_closed
5.7533693,-2.0045784,self_selected_gait_speed
-1.4741471,4.1306753,sit_to_stand
15.01832,4.469255,stationary_walk
5.5048532,-1.7264657,tm_3kmh
9.804667,15.0944,romberg_closed
8.046107,-6.1609583,self_selected_gait_speed
-1.197367,4.315516,sit_to_stand
15.504314,3.157765,stationary_walk
7.940533,-6.051879,tm_3kmh
7.3251433,14.95304,romberg_closed
8.698078,-5.6959476,self_selected_gait_speed
-1.5880256,4.9926205,sit_to_stand
16.603289,4.3236055,stationary_walk
8.29358,-5.822826,tm_3kmh
8.582659,15.081748,romberg_closed
5.992457,-3.575094,self_selected_gait_speed
-3.5534666,4.9887767,sit_to_stand
16.623638,4.498936,stationary_walk
5.8364296,-3.3655152,tm_3kmh
9.286563,12.893888,romberg_closed
6.4288507,-2.644307,self_selected_gait_speed
-2.1700642,3.4123983,sit_to_stand
15.452985,6.0310287,stationary_walk
6.5332623,-2.763109,tm_3kmh
9.492829,14.720582,romberg_closed
6.787196,-6.6229477,self_selected_gait_speed
-2.644795,5.732433,sit_to_stand
16.766745,3.9158905,stationary_walk
6.8983226,-6.4646955,tm_3kmh
6.588439,13.719981,romberg_closed
6.4983397,-1.1981647,self_selected_gait_speed
-1.8186821,5.006651,sit_to_stand
17.680786,6.1204333,stationary_walk
6.4912457,-1.2392092,tm_3kmh
7.233795,13.285697,romberg_closed
6.4257016,-5.0218472,self_selected_gait_speed
-0.15451927,4.334539,sit_to_stand
15.801946,6.1164546,stationary_walk
5.467906,-3.8261416,tm_3kmh
6.3964534,12.116664,romberg_closed
8.85982,-5.582088,self_selected_gait_speed
-0.50330186,5.472278,sit_to_stand
14.886242,4.901003,stationary_walk
8.822526,-5.380415,tm_3kmh
9.22033,12.845945,romberg_closed
4.8377123,-3.1003354,self_selected_gait_speed
-1.9521747,4.049272,sit_to_stand
16.60918,6.6111193,stationary_walk
6.185141,13.947392,romberg_closed
6.9566956,-2.73962,self_selected_gait_speed
-2.579527,4.9128704,sit_to_stand
17.5093,5.621421,stationary_walk
6.697146,-2.7134058,tm_3kmh
10.837191,14.741856,romberg_closed
9.062998,-4.613633,self_selected_gait_speed
0.123384036,5.410819,sit_to_stand
17.287714,5.8312793,stationary_walk
8.662948,-4.5400443,tm_3kmh
8.446888,12.660165,romberg_closed
9.117302,-4.0435557,self_selected_gait_speed
-1.5803064,4.254691,sit_to_stand
17.188723,6.9959407,stationary_walk
9.1512985,-3.7616696,tm_3kmh
9.425757,14.229007,romberg_closed
7.70223,-2.7343595,self_selected_gait_speed
