target,setting,source,model,gender,metric,seed,value
liver_viscosity,full,clinical,lgbm,female,pearson_r,5,0.23328027388084496
liver_viscosity,full,clinical,lgbm,female,pearson_r,6,0.23718971604413785
liver_viscosity,full,clinical,lgbm,female,pearson_r,7,0.23621915663795529
liver_viscosity,full,clinical,lgbm,female,pearson_r,8,0.24682825807421033
liver_viscosity,full,clinical,lgbm,female,pearson_r,9,0.2267453525218674
liver_viscosity,full,clinical,lgbm,female,pearson_r,10,0.2435039218386523
liver_viscosity,full,clinical,lgbm,female,pearson_r,11,0.22538966103207686
liver_viscosity,full,clinical,lgbm,female,pearson_r,12,0.2362515548189525
liver_viscosity,full,clinical,lgbm,female,pearson_r,13,0.23795934127412588
liver_viscosity,full,clinical,lgbm,female,pearson_r,14,0.2394291674126196
liver_viscosity,full,clinical,lgbm,overall,pearson_r,0,0.25851571065666457
liver_viscosity,full,clinical,lgbm,overall,pearson_r,1,0.25553431276206795
liver_viscosity,full,clinical,lgbm,overall,pearson_r,2,0.26044404921031883
liver_viscosity,full,clinical,lgbm,overall,pearson_r,3,0.2569873574489034
liver_viscosity,full,clinical,lgbm,overall,pearson_r,4,0.26495979333741976
liver_viscosity,full,clinical,lgbm,overall,pearson_r,5,0.2595789623647758
liver_viscosity,full,clinical,lgbm,overall,pearson_r,6,0.2564428321805437
liver_viscosity,full,clinical,lgbm,overall,pearson_r,7,0.2608108454118473
liver_viscosity,full,clinical,lgbm,overall,pearson_r,8,0.2690113524770832
liver_viscosity,full,clinical,lgbm,overall,pearson_r,9,0.2541865016667917
liver_viscosity,full,clinical,lgbm,overall,pearson_r,10,0.2590557474080827
liver_viscosity,full,clinical,lgbm,overall,pearson_r,11,0.25238915750122937
liver_viscosity,full,clinical,lgbm,overall,pearson_r,12,0.256921464526286
liver_viscosity,full,clinical,lgbm,overall,pearson_r,13,0.2523266169860255
liver_viscosity,full,clinical,lgbm,overall,pearson_r,14,0.2626913486602575
liver_viscosity,full,clinical,ridge,male,pearson_r,0,0.22789011438476986
liver_viscosity,full,clinical,ridge,male,pearson_r,1,0.24021563948770142
liver_viscosity,full,clinical,ridge,male,pearson_r,2,0.2447251401884483
liver_viscosity,full,clinical,ridge,male,pearson_r,3,0.23875379286988924
liver_viscosity,full,clinical,ridge,male,pearson_r,4,0.24251968240638733
liver_viscosity,full,clinical,ridge,male,pearson_r,5,0.2399357108429488
liver_viscosity,full,clinical,ridge,male,pearson_r,6,0.23852566709619674
liver_viscosity,full,clinical,ridge,male,pearson_r,7,0.23918638119073504
liver_viscosity,full,clinical,ridge,male,pearson_r,8,0.2445809228376606
liver_viscosity,full,clinical,ridge,male,pearson_r,9,0.24011427445202257
liver_viscosity,full,clinical,ridge,male,pearson_r,10,0.2370258819702394
liver_viscosity,full,clinical,ridge,male,pearson_r,11,0.2294009187930141
liver_viscosity,full,clinical,ridge,male,pearson_r,12,0.2384926280474182
liver_viscosity,full,clinical,ridge,male,pearson_r,13,0.234081773366965
liver_viscosity,full,clinical,ridge,male,pearson_r,14,0.23953092222610556
liver_viscosity,full,clinical,ridge,female,pearson_r,0,0.24825145843591667
liver_viscosity,full,clinical,ridge,female,pearson_r,1,0.25438979085584784
liver_viscosity,full,clinical,ridge,female,pearson_r,2,0.2577108438794792
liver_viscosity,full,clinical,ridge,female,pearson_r,3,0.2511348229499162
liver_viscosity,full,clinical,ridge,female,pearson_r,4,0.24924852141504844
liver_viscosity,full,clinical,ridge,female,pearson_r,5,0.2537739164064056
liver_viscosity,full,clinical,ridge,female,pearson_r,6,0.25019735358757245
liver_viscosity,full,clinical,ridge,female,pearson_r,7,0.2486031244572623
liver_viscosity,full,clinical,ridge,female,pearson_r,8,0.2519487217117352
liver_viscosity,full,clinical,ridge,female,pearson_r,9,0.24786783217970762
liver_viscosity,full,clinical,ridge,female,pearson_r,10,0.25446144804065407
liver_viscosity,full,clinical,ridge,female,pearson_r,11,0.2505291102087769
liver_viscosity,full,clinical,ridge,female,pearson_r,12,0.2542635288528341
liver_viscosity,full,clinical,ridge,female,pearson_r,13,0.2512303597983765
liver_viscosity,full,clinical,ridge,female,pearson_r,14,0.2549602682321477
liver_viscosity,full,clinical,ridge,overall,pearson_r,0,0.2774859319593502
liver_viscosity,full,clinical,ridge,overall,pearson_r,1,0.28620711008773514
liver_viscosity,full,clinical,ridge,overall,pearson_r,2,0.28948819174906154
liver_viscosity,full,clinical,ridge,overall,pearson_r,3,0.28356690508720195
liver_viscosity,full,clinical,ridge,overall,pearson_r,4,0.28398960969015646
liver_viscosity,full,clinical,ridge,overall,pearson_r,5,0.2852456592479431
liver_viscosity,full,clinical,ridge,overall,pearson_r,6,0.2832326099214281
liver_viscosity,full,clinical,ridge,overall,pearson_r,7,0.2823197658967782
liver_viscosity,full,clinical,ridge,overall,pearson_r,8,0.2862376130864315
liver_viscosity,full,clinical,ridge,overall,pearson_r,9,0.28201076624267457
liver_viscosity,full,clinical,ridge,overall,pearson_r,10,0.28413055988969116
liver_viscosity,full,clinical,ridge,overall,pearson_r,11,0.27900695884073723
liver_viscosity,full,clinical,ridge,overall,pearson_r,12,0.285127725094019
liver_viscosity,full,clinical,ridge,overall,pearson_r,13,0.28183931031240267
liver_viscosity,full,clinical,ridge,overall,pearson_r,14,0.28561198334596055
liver_sound_speed,full,gait,-,male,pearson_r,0,0.5376390831764509
liver_sound_speed,full,gait,-,male,pearson_r,1,0.5351380284752123
liver_sound_speed,full,gait,-,male,pearson_r,2,0.5307099038518571
liver_sound_speed,full,gait,-,male,pearson_r,3,0.5357830110777138
liver_sound_speed,full,gait,-,male,pearson_r,4,0.5317901179497004
liver_sound_speed,full,gait,-,male,pearson_r,5,0.5299231355802666
liver_sound_speed,full,gait,-,male,pearson_r,6,0.5299370957614414
liver_sound_speed,full,gait,-,male,pearson_r,7,0.5321371103314603
liver_sound_speed,full,gait,-,male,pearson_r,8,0.5327887973570316
liver_sound_speed,full,gait,-,male,pearson_r,9,0.5321636474196577
liver_sound_speed,full,gait,-,male,pearson_r,10,0.5344806172115847
liver_sound_speed,full,gait,-,male,pearson_r,11,0.53558113938681
liver_sound_speed,full,gait,-,male,pearson_r,12,0.5361815856463769
liver_sound_speed,full,gait,-,male,pearson_r,13,0.5360076196583851
liver_sound_speed,full,gait,-,male,pearson_r,14,0.529525545403771
liver_sound_speed,full,gait,-,female,pearson_r,0,0.6075848294092214
liver_sound_speed,full,gait,-,female,pearson_r,1,0.6025638275671471
liver_sound_speed,full,gait,-,female,pearson_r,2,0.6097917411283992
liver_sound_speed,full,gait,-,female,pearson_r,3,0.6109181475578549
liver_sound_speed,full,gait,-,female,pearson_r,4,0.6106941579689168
liver_sound_speed,full,gait,-,female,pearson_r,5,0.6098897205880611
liver_sound_speed,full,gait,-,female,pearson_r,6,0.6034612407941577
liver_sound_speed,full,gait,-,female,pearson_r,7,0.6019105238400815
liver_sound_speed,full,gait,-,female,pearson_r,8,0.6086503163036543
liver_sound_speed,full,gait,-,female,pearson_r,9,0.610521937624005
liver_sound_speed,full,gait,-,female,pearson_r,10,0.6054666635602569
liver_sound_speed,full,gait,-,female,pearson_r,11,0.6087016874037308
liver_sound_speed,full,gait,-,female,pearson_r,12,0.6063896578910254
liver_sound_speed,full,gait,-,female,pearson_r,13,0.6041524490836019
liver_sound_speed,full,gait,-,female,pearson_r,14,0.6095913972663788
liver_sound_speed,full,gait,-,overall,pearson_r,0,0.6088120672840512
liver_sound_speed,full,gait,-,overall,pearson_r,1,0.6055096417662497
liver_sound_speed,full,gait,-,overall,pearson_r,2,0.6072521963703179
liver_sound_speed,full,gait,-,overall,pearson_r,3,0.6099758757938597
liver_sound_speed,full,gait,-,overall,pearson_r,4,0.6086522522061734
liver_sound_speed,full,gait,-,overall,pearson_r,5,0.6069773768787622
liver_sound_speed,full,gait,-,overall,pearson_r,6,0.6037505849261854
liver_sound_speed,full,gait,-,overall,pearson_r,7,0.6035478110144677
liver_sound_speed,full,gait,-,overall,pearson_r,8,0.6075848572964027
liver_sound_speed,full,gait,-,overall,pearson_r,9,0.6083621346119418
liver_sound_speed,full,gait,-,overall,pearson_r,10,0.6065747464196032
liver_sound_speed,full,gait,-,overall,pearson_r,11,0.6088466009272059
liver_sound_speed,full,gait,-,overall,pearson_r,12,0.6073845004140398
liver_sound_speed,full,gait,-,overall,pearson_r,13,0.6061889782752301
liver_sound_speed,full,gait,-,overall,pearson_r,14,0.6069031224808749
liver_sound_speed,full,demo,lgbm,male,pearson_r,0,0.48996426751700395
liver_sound_speed,full,demo,lgbm,male,pearson_r,1,0.4929202484958787
liver_sound_speed,full,demo,lgbm,male,pearson_r,2,0.49452022210606905
liver_sound_speed,full,demo,lgbm,male,pearson_r,3,0.493127584846149
liver_sound_speed,full,demo,lgbm,male,pearson_r,4,0.4964369043920265
liver_sound_speed,full,demo,lgbm,male,pearson_r,5,0.49309122751722023
liver_sound_speed,full,demo,lgbm,male,pearson_r,6,0.49526909764318783
liver_sound_speed,full,demo,lgbm,male,pearson_r,7,0.49643405187084383
liver_sound_speed,full,demo,lgbm,male,pearson_r,8,0.49237999844148417
liver_sound_speed,full,demo,lgbm,male,pearson_r,9,0.4843842706261107
liver_sound_speed,full,demo,lgbm,male,pearson_r,10,0.4881049010508366
liver_sound_speed,full,demo,lgbm,male,pearson_r,11,0.4926314529248707
liver_sound_speed,full,demo,lgbm,male,pearson_r,12,0.49560874425536944
liver_sound_speed,full,demo,lgbm,male,pearson_r,13,0.49033465984365504
liver_sound_speed,full,demo,lgbm,male,pearson_r,14,0.49111995877989534
liver_sound_speed,full,demo,lgbm,female,pearson_r,0,0.5774947075463395
liver_sound_speed,full,demo,lgbm,female,pearson_r,1,0.5760852355075277
liver_sound_speed,full,demo,lgbm,female,pearson_r,2,0.5800163867414885
liver_sound_speed,full,demo,lgbm,female,pearson_r,3,0.5821272495735994
liver_sound_speed,full,demo,lgbm,female,pearson_r,4,0.5728732448148983
liver_sound_speed,full,demo,lgbm,female,pearson_r,5,0.569826263442816
liver_sound_speed,full,demo,lgbm,female,pearson_r,6,0.5797108812921361
liver_sound_speed,full,demo,lgbm,female,pearson_r,7,0.5808768047057442
liver_sound_speed,full,demo,lgbm,female,pearson_r,8,0.575970181775456
liver_sound_speed,full,demo,lgbm,female,pearson_r,9,0.5780639763169514
liver_sound_speed,full,demo,lgbm,female,pearson_r,10,0.5771348066315031
liver_sound_speed,full,demo,lgbm,female,pearson_r,11,0.5793202868038441
liver_sound_speed,full,demo,lgbm,female,pearson_r,12,0.5760060778879509
liver_sound_speed,full,demo,lgbm,female,pearson_r,13,0.5775087764124157
liver_sound_speed,full,demo,lgbm,female,pearson_r,14,0.5828718501439845
liver_sound_speed,full,demo,lgbm,overall,pearson_r,0,0.4984847601661695
liver_sound_speed,full,demo,lgbm,overall,pearson_r,1,0.49941517626601467
liver_sound_speed,full,demo,lgbm,overall,pearson_r,2,0.5015232832639477
liver_sound_speed,full,demo,lgbm,overall,pearson_r,3,0.5026589174840157
liver_sound_speed,full,demo,lgbm,overall,pearson_r,4,0.49945708414790563
liver_sound_speed,full,demo,lgbm,overall,pearson_r,5,0.4941059735994117
liver_sound_speed,full,demo,lgbm,overall,pearson_r,6,0.502280731841649
liver_sound_speed,full,demo,lgbm,overall,pearson_r,7,0.5022772193702013
liver_sound_speed,full,demo,lgbm,overall,pearson_r,8,0.498341985109342
liver_sound_speed,full,demo,lgbm,overall,pearson_r,9,0.49633817171374867
liver_sound_speed,full,demo,lgbm,overall,pearson_r,10,0.49786708073512753
liver_sound_speed,full,demo,lgbm,overall,pearson_r,11,0.5009895831235311
liver_sound_speed,full,demo,lgbm,overall,pearson_r,12,0.4988457385322044
liver_sound_speed,full,demo,lgbm,overall,pearson_r,13,0.49886878599144324
liver_sound_speed,full,demo,lgbm,overall,pearson_r,14,0.5021493200827151
liver_sound_speed,full,demo,ridge,male,pearson_r,0,0.5065450228148044
liver_sound_speed,full,demo,ridge,male,pearson_r,1,0.5073754769668373
liver_sound_speed,full,demo,ridge,male,pearson_r,2,0.5070456923161772
liver_sound_speed,full,demo,ridge,male,pearson_r,3,0.5081686592631233
liver_sound_speed,full,demo,ridge,male,pearson_r,4,0.5064823656471032
liver_sound_speed,full,demo,ridge,male,pearson_r,5,0.5079732017900565
liver_sound_speed,full,demo,ridge,male,pearson_r,6,0.5089339528842504
liver_sound_speed,full,demo,ridge,male,pearson_r,7,0.5089243767363271
liver_sound_speed,full,demo,ridge,male,pearson_r,8,0.5078718934159172
liver_sound_speed,full,demo,ridge,male,pearson_r,9,0.5058773593846332
liver_sound_speed,full,demo,ridge,male,pearson_r,10,0.508665792116271
liver_sound_speed,full,demo,ridge,male,pearson_r,11,0.5090758514649137
liver_sound_speed,full,demo,ridge,male,pearson_r,12,0.5086669695292207
liver_sound_speed,full,demo,ridge,male,pearson_r,13,0.507772066868088
liver_sound_speed,full,demo,ridge,male,pearson_r,14,0.5068207874142349
liver_sound_speed,full,demo,ridge,female,pearson_r,0,0.5988944836419472
liver_sound_speed,full,demo,ridge,female,pearson_r,1,0.5978518944113442
liver_sound_speed,full,demo,ridge,female,pearson_r,2,0.5974313286258245
liver_sound_speed,full,demo,ridge,female,pearson_r,3,0.5991316629367027
liver_sound_speed,full,demo,ridge,female,pearson_r,4,0.5975337660010732
liver_sound_speed,full,demo,ridge,female,pearson_r,5,0.5985092770775877
liver_sound_speed,full,demo,ridge,female,pearson_r,6,0.5981726942161755
liver_sound_speed,full,demo,ridge,female,pearson_r,7,0.5991715195872753
liver_sound_speed,full,demo,ridge,female,pearson_r,8,0.5977438070879387
liver_sound_speed,full,demo,ridge,female,pearson_r,9,0.5975050148210366
liver_sound_speed,full,demo,ridge,female,pearson_r,10,0.5976516921604437
liver_sound_speed,full,demo,ridge,female,pearson_r,11,0.5984350808169308
liver_sound_speed,full,demo,ridge,female,pearson_r,12,0.5973083558890826
liver_sound_speed,full,demo,ridge,female,pearson_r,13,0.5993648178445377
liver_sound_speed,full,demo,ridge,female,pearson_r,14,0.5987163423496469
liver_sound_speed,full,demo,ridge,overall,pearson_r,0,0.5136507003172298
liver_sound_speed,full,demo,ridge,overall,pearson_r,1,0.5132826648633583
liver_sound_speed,full,demo,ridge,overall,pearson_r,2,0.5131934210105349
liver_sound_speed,full,demo,ridge,overall,pearson_r,3,0.5146339142617569
liver_sound_speed,full,demo,ridge,overall,pearson_r,4,0.5130661634872349
liver_sound_speed,full,demo,ridge,overall,pearson_r,5,0.5139324795586083
liver_sound_speed,full,demo,ridge,overall,pearson_r,6,0.5142161439956509
liver_sound_speed,full,demo,ridge,overall,pearson_r,7,0.515039818929036
liver_sound_speed,full,demo,ridge,overall,pearson_r,8,0.5137226963108588
liver_sound_speed,full,demo,ridge,overall,pearson_r,9,0.5128506932942914
liver_sound_speed,full,demo,ridge,overall,pearson_r,10,0.5138711601228612
liver_sound_speed,full,demo,ridge,overall,pearson_r,11,0.5146459016508538
liver_sound_speed,full,demo,ridge,overall,pearson_r,12,0.5137208007838855
liver_sound_speed,full,demo,ridge,overall,pearson_r,13,0.5145708905324912
liver_sound_speed,full,demo,ridge,overall,pearson_r,14,0.5138566884574969
liver_sound_speed,full,clinical,lgbm,male,pearson_r,0,0.49229103585145567
liver_sound_speed,full,clinical,lgbm,male,pearson_r,1,0.48889719753511096
liver_sound_speed,full,clinical,lgbm,male,pearson_r,2,0.4915639252661068
liver_sound_speed,full,clinical,lgbm,male,pearson_r,3,0.500209540899926
liver_sound_speed,full,clinical,lgbm,male,pearson_r,4,0.49198340911366395
liver_sound_speed,full,clinical,lgbm,male,pearson_r,5,0.49429603740451206
liver_sound_speed,full,clinical,lgbm,male,pearson_r,6,0.4965537010572123
liver_sound_speed,full,clinical,lgbm,male,pearson_r,7,0.5006963389547624
liver_sound_speed,full,clinical,lgbm,male,pearson_r,8,0.4947767597515835
liver_sound_speed,full,clinical,lgbm,male,pearson_r,9,0.49095583261659553
liver_sound_speed,full,clinical,lgbm,male,pearson_r,10,0.48502847335223925
liver_sound_speed,full,clinical,lgbm,male,pearson_r,11,0.49177954296376036
liver_sound_speed,full,clinical,lgbm,male,pearson_r,12,0.4942795145364704
liver_sound_speed,full,clinical,lgbm,male,pearson_r,13,0.48848208489497125
liver_sound_speed,full,clinical,lgbm,male,pearson_r,14,0.48751720448885466
liver_sound_speed,full,clinical,lgbm,female,pearson_r,0,0.5735525352008426
liver_sound_speed,full,clinical,lgbm,female,pearson_r,1,0.5634904182205551
liver_sound_speed,full,clinical,lgbm,female,pearson_r,2,0.5731118626590923
liver_sound_speed,full,clinical,lgbm,female,pearson_r,3,0.5721716592116695
liver_sound_speed,full,clinical,lgbm,female,pearson_r,4,0.5704419317018187
liver_sound_speed,full,clinical,lgbm,female,pearson_r,5,0.5711090079726766
liver_sound_speed,full,clinical,lgbm,female,pearson_r,6,0.5724825981669942
liver_sound_speed,full,clinical,lgbm,female,pearson_r,7,0.575694090802374
liver_sound_speed,full,clinical,lgbm,female,pearson_r,8,0.5707406858030436
liver_sound_speed,full,clinical,lgbm,female,pearson_r,9,0.577118797297846
liver_sound_speed,full,clinical,lgbm,female,pearson_r,10,0.5638274867752754
liver_sound_speed,full,clinical,lgbm,female,pearson_r,11,0.5703360909894477
liver_sound_speed,full,clinical,lgbm,female,pearson_r,12,0.5629556827591697
liver_sound_speed,full,clinical,lgbm,female,pearson_r,13,0.5702091736599122
liver_sound_speed,full,clinical,lgbm,female,pearson_r,14,0.5740558074320008
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,0,0.5294663207828219
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,1,0.5248734434732073
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,2,0.5292404742369168
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,3,0.5327070287261234
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,4,0.5293863075484859
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,5,0.5295769224566713
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,6,0.5316204230393701
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,7,0.5357706695582342
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,8,0.5296468233161281
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,9,0.5314411544461364
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,10,0.5217218441657633
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,11,0.5284194489398699
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,12,0.52426000452225
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,13,0.5281122535862475
liver_sound_speed,full,clinical,lgbm,overall,pearson_r,14,0.5284027940105069
liver_sound_speed,full,clinical,ridge,male,pearson_r,0,0.49908158155519344
liver_sound_speed,full,clinical,ridge,male,pearson_r,1,0.500804174096646
liver_sound_speed,full,clinical,ridge,male,pearson_r,2,0.49957286460821615
liver_sound_speed,full,clinical,ridge,male,pearson_r,3,0.5023970659268296
liver_sound_speed,full,clinical,ridge,male,pearson_r,4,0.4983086324165702
liver_sound_speed,full,clinical,ridge,male,pearson_r,5,0.4997833662512804
liver_sound_speed,full,clinical,ridge,male,pearson_r,6,0.49897675860955354
liver_sound_speed,full,clinical,ridge,male,pearson_r,7,0.501040361227714
liver_sound_speed,full,clinical,ridge,male,pearson_r,8,0.4998125457414519
liver_sound_speed,full,clinical,ridge,male,pearson_r,9,0.49828850353573056
liver_sound_speed,full,clinical,ridge,male,pearson_r,10,0.5007697399115736
liver_sound_speed,full,clinical,ridge,male,pearson_r,11,0.5018977332326087
liver_sound_speed,full,clinical,ridge,male,pearson_r,12,0.5022979877262911
liver_sound_speed,full,clinical,ridge,male,pearson_r,13,0.5003165782423215
liver_sound_speed,full,clinical,ridge,male,pearson_r,14,0.4992760945719359
liver_sound_speed,full,clinical,ridge,female,pearson_r,0,0.5889422405214446
liver_sound_speed,full,clinical,ridge,female,pearson_r,1,0.5877535008326943
liver_sound_speed,full,clinical,ridge,female,pearson_r,2,0.588061182584261
liver_sound_speed,full,clinical,ridge,female,pearson_r,3,0.5892039850171179
liver_sound_speed,full,clinical,ridge,female,pearson_r,4,0.5881002867182414
liver_sound_speed,full,clinical,ridge,female,pearson_r,5,0.5894303342543619
liver_sound_speed,full,clinical,ridge,female,pearson_r,6,0.5878101364369133
liver_sound_speed,full,clinical,ridge,female,pearson_r,7,0.5905001443463551
liver_sound_speed,full,clinical,ridge,female,pearson_r,8,0.5885130448070286
liver_sound_speed,full,clinical,ridge,female,pearson_r,9,0.5864186800713649
liver_sound_speed,full,clinical,ridge,female,pearson_r,10,0.5860066056272217
liver_sound_speed,full,clinical,ridge,female,pearson_r,11,0.5891263734045529
liver_sound_speed,full,clinical,ridge,female,pearson_r,12,0.586392410235241
liver_sound_speed,full,clinical,ridge,female,pearson_r,13,0.588362172522717
liver_sound_speed,full,clinical,ridge,female,pearson_r,14,0.5902201906632962
liver_sound_speed,full,clinical,ridge,overall,pearson_r,0,0.5388081083044625
liver_sound_speed,full,clinical,ridge,overall,pearson_r,1,0.5389663319689721
liver_sound_speed,full,clinical,ridge,overall,pearson_r,2,0.5390087453735702
liver_sound_speed,full,clinical,ridge,overall,pearson_r,3,0.5405617449604967
liver_sound_speed,full,clinical,ridge,overall,pearson_r,4,0.538255811001609
liver_sound_speed,full,clinical,ridge,overall,pearson_r,5,0.5396694218121638
liver_sound_speed,full,clinical,ridge,overall,pearson_r,6,0.5382512729143675
liver_sound_speed,full,clinical,ridge,overall,pearson_r,7,0.5408444082911148
liver_sound_speed,full,clinical,ridge,overall,pearson_r,8,0.5391654011167396
liver_sound_speed,full,clinical,ridge,overall,pearson_r,9,0.5370026093654371
liver_sound_speed,full,clinical,ridge,overall,pearson_r,10,0.5381239558618317
liver_sound_speed,full,clinical,ridge,overall,pearson_r,11,0.5403032225884922
liver_sound_speed,full,clinical,ridge,overall,pearson_r,12,0.5389503010411729
liver_sound_speed,full,clinical,ridge,overall,pearson_r,13,0.5393564134928943
liver_sound_speed,full,clinical,ridge,overall,pearson_r,14,0.5400336145572842
liver_attenuation,full,gait,-,male,pearson_r,0,0.3686435906038009
liver_attenuation,full,gait,-,male,pearson_r,1,0.3591501238994991
liver_attenuation,full,gait,-,male,pearson_r,2,0.36595011724789545
liver_attenuation,full,gait,-,male,pearson_r,3,0.35558511444697716
liver_attenuation,full,gait,-,male,pearson_r,4,0.36683095968248863
liver_attenuation,full,gait,-,male,pearson_r,5,0.3565496727030512
liver_attenuation,full,gait,-,male,pearson_r,6,0.3618466814938191
liver_attenuation,full,gait,-,male,pearson_r,7,0.3561067693826604
liver_attenuation,full,gait,-,male,pearson_r,8,0.3609605474888622
liver_attenuation,full,gait,-,male,pearson_r,9,0.3573676403855043
liver_attenuation,full,gait,-,male,pearson_r,10,0.3596036094822647
liver_attenuation,full,gait,-,male,pearson_r,11,0.35308841404218
liver_attenuation,full,gait,-,male,pearson_r,12,0.36195138777899133
liver_attenuation,full,gait,-,male,pearson_r,13,0.35912383231028416
liver_attenuation,full,gait,-,male,pearson_r,14,0.3637528972268667
liver_attenuation,full,gait,-,female,pearson_r,0,0.24798898270947597
liver_attenuation,full,gait,-,female,pearson_r,1,0.25030758441722134
liver_attenuation,full,gait,-,female,pearson_r,2,0.23204393979328417
liver_attenuation,full,gait,-,female,pearson_r,3,0.22839986346738692
liver_attenuation,full,gait,-,female,pearson_r,4,0.24289551204884902
liver_attenuation,full,gait,-,female,pearson_r,5,0.24438725855944748
liver_attenuation,full,gait,-,female,pearson_r,6,0.24185529604423273
liver_attenuation,full,gait,-,female,pearson_r,7,0.24016648498073495
liver_attenuation,full,gait,-,female,pearson_r,8,0.2530996684012534
liver_attenuation,full,gait,-,female,pearson_r,9,0.24738039351059582
liver_attenuation,full,gait,-,female,pearson_r,10,0.2644840260647975
liver_attenuation,full,gait,-,female,pearson_r,11,0.25225057183932625
liver_attenuation,full,gait,-,female,pearson_r,12,0.24778671705829294
liver_attenuation,full,gait,-,female,pearson_r,13,0.24992348910108197
liver_attenuation,full,gait,-,female,pearson_r,14,0.24055110646830052
liver_attenuation,full,gait,-,overall,pearson_r,0,0.30847110975184455
liver_attenuation,full,gait,-,overall,pearson_r,1,0.3050714213309342
liver_attenuation,full,gait,-,overall,pearson_r,2,0.2987313785938011
liver_attenuation,full,gait,-,overall,pearson_r,3,0.29175342458284464
liver_attenuation,full,gait,-,overall,pearson_r,4,0.30452615868035365
liver_attenuation,full,gait,-,overall,pearson_r,5,0.3011741884156561
liver_attenuation,full,gait,-,overall,pearson_r,6,0.30180606398379567
liver_attenuation,full,gait,-,overall,pearson_r,7,0.2980811092721564
liver_attenuation,full,gait,-,overall,pearson_r,8,0.307633945925612
liver_attenuation,full,gait,-,overall,pearson_r,9,0.3027711241297541
liver_attenuation,full,gait,-,overall,pearson_r,10,0.3120848469397901
liver_attenuation,full,gait,-,overall,pearson_r,11,0.3030858595554941
liver_attenuation,full,gait,-,overall,pearson_r,12,0.3046248213120507
liver_attenuation,full,gait,-,overall,pearson_r,13,0.3040653004885321
liver_attenuation,full,gait,-,overall,pearson_r,14,0.3025241734397064
liver_attenuation,full,demo,lgbm,male,pearson_r,0,0.3119809680384659
liver_attenuation,full,demo,lgbm,male,pearson_r,1,0.3192516305757857
liver_attenuation,full,demo,lgbm,male,pearson_r,2,0.3212423482819115
liver_attenuation,full,demo,lgbm,male,pearson_r,3,0.32491689753074326
liver_attenuation,full,demo,lgbm,male,pearson_r,4,0.3183914878963337
liver_attenuation,full,demo,lgbm,male,pearson_r,5,0.3126947408547149
liver_attenuation,full,demo,lgbm,male,pearson_r,6,0.3172046022651547
liver_attenuation,full,demo,lgbm,male,pearson_r,7,0.31915665532296394
liver_attenuation,full,demo,lgbm,male,pearson_r,8,0.3261001520761799
liver_attenuation,full,demo,lgbm,male,pearson_r,9,0.3166899072235724
liver_attenuation,full,demo,lgbm,male,pearson_r,10,0.31446592399074924
liver_attenuation,full,demo,lgbm,male,pearson_r,11,0.3163446654235519
liver_attenuation,full,demo,lgbm,male,pearson_r,12,0.32309273921281273
liver_attenuation,full,demo,lgbm,male,pearson_r,13,0.3178067998640963
liver_attenuation,full,demo,lgbm,male,pearson_r,14,0.3200971992249976
liver_attenuation,full,demo,lgbm,female,pearson_r,0,0.23887092316803077
liver_attenuation,full,demo,lgbm,female,pearson_r,1,0.2529115724614096
liver_attenuation,full,demo,lgbm,female,pearson_r,2,0.2595003316300979
liver_attenuation,full,demo,lgbm,female,pearson_r,3,0.25800215447865676
liver_attenuation,full,demo,lgbm,female,pearson_r,4,0.2530837574393181
liver_attenuation,full,demo,lgbm,female,pearson_r,5,0.2533676308581866
liver_attenuation,full,demo,lgbm,female,pearson_r,6,0.23801733592045105
liver_attenuation,full,demo,lgbm,female,pearson_r,7,0.2616763140724123
liver_attenuation,full,demo,lgbm,female,pearson_r,8,0.25826706409565425
liver_attenuation,full,demo,lgbm,female,pearson_r,9,0.26055777997957014
liver_attenuation,full,demo,lgbm,female,pearson_r,10,0.24796804753586055
liver_attenuation,full,demo,lgbm,female,pearson_r,11,0.25589267350966755
liver_attenuation,full,demo,lgbm,female,pearson_r,12,0.25842976636639836
liver_attenuation,full,demo,lgbm,female,pearson_r,13,0.25616338881958917
liver_attenuation,full,demo,lgbm,female,pearson_r,14,0.25134499113402553
liver_attenuation,full,demo,lgbm,overall,pearson_r,0,0.27175746480555013
liver_attenuation,full,demo,lgbm,overall,pearson_r,1,0.28280162903132583
liver_attenuation,full,demo,lgbm,overall,pearson_r,2,0.2865646402102627
liver_attenuation,full,demo,lgbm,overall,pearson_r,3,0.28777776838906716
liver_attenuation,full,demo,lgbm,overall,pearson_r,4,0.28188438743924127
