system,label,score_type,score,delta,is_better,is_significant,model,sub_model,baseline_model,baseline_score,gender,label_type,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive,wilcox_pvalue_fdr,gait_std,baseline_std
medical_conditions,Hearing loss,auc,0.5934297794727242,-0.0176438629770649,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6110736424497892,male,categorical,,0.998046875,10,3504,72,1.0,0.0168465345136462,0.0075711910513962
medical_conditions,B12 Deficiency,auc,0.5448466917697687,-0.021536162017665,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5663828537874338,female,categorical,,0.998046875,10,3504,108,1.0,0.0135860868047118,0.0071026690367911
medical_conditions,Haemorrhoids,auc,0.5192713650698362,-0.0242615738461396,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5435329389159759,female,categorical,,1.0,10,3504,343,1.0,0.006503338957841,0.0055036354404226
medical_conditions,Atopic Dermatitis,auc,0.4749757151183387,-0.025039096658163,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5000148117765018,male,categorical,,0.998046875,10,3504,51,1.0,0.021246665625738,0.0227934877166573
medical_conditions,Peptic Ulcer Disease,auc,0.5036917562724015,-0.0250654404716922,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5287571967440937,male,categorical,,0.9033203125,10,3504,29,1.0,0.0389850500676503,0.023614237387452
medical_conditions,Perimenopausal Disorders,auc,0.5121540034970802,-0.0261517085427469,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5383057120398271,female,categorical,,0.990234375,10,3504,17,1.0,0.0532844828499173,0.0307468322484584
medical_conditions,Celiac,auc,0.5609417304296646,-0.0278845606501477,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5888262910798123,male,categorical,,0.8837890625,10,3504,5,1.0,0.0572317415317176,0.0475141319981308
medical_conditions,Hyperlipidemia,auc,0.6429149091400138,-0.0279966195093596,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6709115286493734,male,categorical,,1.0,10,3504,398,1.0,0.0047728108222132,0.0015438941206442
medical_conditions,Hypertension,auc,0.726417527887812,-0.0288948842043775,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7553124120921896,male,categorical,,1.0,10,3504,197,1.0,0.0036648952802408,0.001047694232347
medical_conditions,Oral apthae,auc,0.5042648125755743,-0.0368623724756614,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5411271850512358,male,categorical,,1.0,10,3504,50,1.0,0.0193797237282967,0.023737080412199
medical_conditions,Obesity,auc,0.8510486909782402,-0.037132613932388,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.8881813049106283,female,categorical,,1.0,10,3504,81,1.0,0.0044682245624773,0.0024990890499574
medical_conditions,Back Pain,auc,0.5449927923163533,-0.0383426392741674,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5833354315905208,female,categorical,,1.0,10,3504,312,1.0,0.0062724452921906,0.0032363394317785
medical_conditions,Fatty Liver Disease,auc,0.667685062884052,-0.0390207055860855,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7067057684701376,male,categorical,,1.0,10,3504,119,1.0,0.014150338432825,0.0029627133671674
medical_conditions,Migraine,auc,0.4712951807228915,-0.0401203256926149,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5114155064155065,male,categorical,,0.9990234375,10,3504,42,1.0,0.0153155336288172,0.0180828733440931
medical_conditions,IBS,auc,0.5831265024038461,-0.0437378597649555,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6268643621688017,male,categorical,,1.0,10,3504,41,1.0,0.0183965371782457,0.0124335909024322
medical_conditions,Sleep Apnea,auc,0.6105369677989753,-0.0440826320481,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6546195998470753,male,categorical,,1.0,10,3504,55,1.0,0.0123345734703598,0.0057977780780205
medical_conditions,Allergy,auc,0.5191839656406587,-0.0451005901384409,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5642845557790996,female,categorical,,1.0,10,3504,379,1.0,0.0078551739502298,0.0038023967095019
medical_conditions,Hyperlipidemia,auc,0.6805153777061975,-0.0467305200626609,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7272458977688585,female,categorical,,1.0,10,3504,372,1.0,0.0053609264870814,0.001768085249124
medical_conditions,Fractures,auc,0.5127234455958549,-0.0467560573092451,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5594795029051001,male,categorical,,1.0,10,3504,154,1.0,0.0115885043369357,0.0073044074670337
medical_conditions,Obesity,auc,0.856195825939017,-0.0476820473720902,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.9038778733111072,male,categorical,,1.0,10,3504,41,1.0,0.00792780889292,0.0019529833149024
medical_conditions,Depression,auc,0.5190140379851362,-0.0488263029705231,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5678403409556594,female,categorical,,1.0,10,3504,68,1.0,0.0156690556141546,0.0122133545470241
medical_conditions,Fibromyalgia,auc,0.5074534161490684,-0.0494609603699072,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5569143765189756,female,categorical,,0.9970703125,10,3504,30,1.0,0.0354405914925449,0.0260998095558156
medical_conditions,Gout,auc,0.6272325112313194,-0.054156034863109,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6813885460944284,male,categorical,,0.9990234375,10,3504,26,1.0,0.0290125408772704,0.0167430297286519
medical_conditions,Atherosclerotic,auc,0.5811542991755005,-0.0543957106111504,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.635550009786651,male,categorical,,0.9814453125,10,3504,6,1.0,0.0630609417161894,0.0167896758140582
medical_conditions,Gallstone Disease,auc,0.5359651285663967,-0.0555502357883004,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5915153643546971,male,categorical,,1.0,10,3504,34,1.0,0.0278265780964293,0.0114553587200684
medical_conditions,Renal Stones,auc,0.6064018968583285,-0.0574105075360533,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6638124043943818,male,categorical,,0.998046875,10,3504,17,1.0,0.0389542734920644,0.0186531749394104
medical_conditions,Hearing loss,auc,0.6004525141460906,-0.0607638297367624,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.661216343882853,female,categorical,,1.0,10,3504,70,1.0,0.0168018080168592,0.0061926387296937
medical_conditions,Depression,auc,0.4837540149304079,-0.0608722352889289,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5446262502193369,male,categorical,,1.0,10,3504,41,1.0,0.0282355102861338,0.0210437125195248
medical_conditions,Hashimoto,auc,0.3103482415737592,-0.0616902199647023,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.3720384615384615,female,categorical,,0.998046875,10,3504,13,1.0,0.0282900934703326,0.0470995798830402
medical_conditions,Atopic Dermatitis,auc,0.4598590075268546,-0.0619499274551956,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5218089349820503,female,categorical,,1.0,10,3504,68,1.0,0.0258407582270211,0.0162655162822276
medical_conditions,Endometriosis and Adenomyosis,auc,0.6603641633064516,-0.0669134774882881,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7272776407947398,female,categorical,,1.0,10,3504,62,1.0,0.0100033887829457,0.0072300388293658
medical_conditions,Prediabetes,auc,0.6073957964311886,-0.0672905085975388,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6746863050287274,male,categorical,,1.0,10,3504,126,1.0,0.0064276570453033,0.0031635805176113
medical_conditions,AV. Conduction Disorder,auc,0.5884679665738162,-0.0676161042226439,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6560840707964601,female,categorical,,1.0,10,3504,3,1.0,0.0670580330663769,0.0336893222878214
medical_conditions,Polycystic Ovary Disease,auc,0.5748131723165228,-0.0677667427193431,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.642579915035866,female,categorical,,1.0,10,3504,77,1.0,0.0104563922869623,0.0080429855776247
medical_conditions,Anemia,auc,0.5077928950932389,-0.0712193433918351,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.579012238485074,female,categorical,,1.0,10,3504,140,1.0,0.009697386999055,0.0056066807966315
medical_conditions,Glaucoma,auc,0.5630077787381158,-0.0719114883155851,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6349192670537009,male,categorical,,1.0,10,3504,13,1.0,0.0366125644006703,0.0294040457660002
medical_conditions,ADHD,auc,0.5129184431692491,-0.0736788987998808,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5865973419691299,female,categorical,,1.0,10,3504,274,1.0,0.0125561493331955,0.0034944704774966
medical_conditions,Prediabetes,auc,0.6797336128048781,-0.0754024439059818,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7551360567108599,female,categorical,,1.0,10,3504,155,1.0,0.0084639604932714,0.0010558019371463
medical_conditions,Goiter,auc,0.3065804935370152,-0.0777981700034302,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.3843786635404455,male,categorical,,0.947265625,10,3504,3,1.0,0.0559813531007205,0.1246346026984445
medical_conditions,Fatty Liver Disease,auc,0.6769997282362533,-0.0868739332236149,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7638736614598682,female,categorical,,1.0,10,3504,56,1.0,0.0107493930730417,0.004594076646454
medical_conditions,Urinary Tract Stones,auc,0.4024786530688722,-0.0876733452304475,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.4901519982993197,female,categorical,,1.0,10,3504,19,1.0,0.0357965423809947,0.0336111813347933
medical_conditions,Celiac,auc,0.5689506812206199,-0.0895764505623258,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6585271317829458,female,categorical,,1.0,10,3504,7,1.0,0.0242800364174214,0.037472741497497
medical_conditions,Osteoarthritis,auc,0.6400421139554088,-0.0925023496131511,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.73254446356856,female,categorical,,1.0,10,3504,65,1.0,0.0161242159853662,0.0087752172958691
medical_conditions,Anxiety,auc,0.5318473990764082,-0.0944541719326299,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.6263015710090382,female,categorical,,1.0,10,3504,80,1.0,0.0141083631927617,0.0114269941919338
medical_conditions,Anal abscess,auc,0.6337371946414501,-0.0961783425810994,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.7299155372225495,male,categorical,,1.0,10,3504,12,1.0,0.0400439631447936,0.0339460360948539
medical_conditions,Sinusitis,auc,0.4685672514619883,-0.0986619479100682,False,0.0,long_seq,activity_romberg_closed,Age_Gender_BMI_height_VAT,0.5672291993720565,female,categorical,,1.0,10,3504,88,1.0,0.0176425765292463,0.016476970118697
